"","p_well","Well","Plate","Treatment_name","Culture","State","N_ug_L","chlA_150","chlA_150_true","PC_100","PC_100_true","read_day","read_time","read_timeDays","growthrate_PC","growthrate_chlA"
"185","19_B4","B4",19,"X_9701_100N","PCC_9701","Xenic",87,18.3,19.3,1.13,2.13,0,2021-10-19 14:40:00,0,NA,NA
"186","19_C4","C4",19,"A_NIES_100N","NIES_843","Axenic",87,22.8,23.8,2.25,3.25,0,2021-10-19 14:40:00,0,NA,NA
"187","19_D4","D4",19,"A_9701_100N","PCC_9701","Axenic",87,25.1,26.1,1.44,2.44,0,2021-10-19 14:40:00,0,NA,NA
"188","19_E4","E4",19,"X_WT_100N","WT_7806","Xenic",87,37.4,38.4,1.42,2.42,0,2021-10-19 14:40:00,0,NA,NA
"189","19_B5","B5",19,"X_NIES_100N","NIES_843","Xenic",87,23,24,2.69,3.69,0,2021-10-19 14:40:00,0,NA,NA
"190","19_C5","C5",19,"A_MUT_100N","MUT_7806","Axenic",87,36.9,37.9,1.64,2.64,0,2021-10-19 14:40:00,0,NA,NA
"191","19_D5","D5",19,"X_MUT_100N","MUT_7806","Xenic",87,22.6,23.6,1.75,2.75,0,2021-10-19 14:40:00,0,NA,NA
"192","19_E5","E5",19,"A_WT_100N","WT_7806","Axenic",87,31.3,32.3,1.67,2.67,0,2021-10-19 14:40:00,0,NA,NA
"193","19_B6","B6",19,"A_MUT_40N","MUT_7806","Axenic",40.5,20.4,21.4,1,2,0,2021-10-19 14:40:00,0,NA,NA
"194","19_C6","C6",19,"X_MUT_40N","MUT_7806","Xenic",40.5,24.1,25.1,1.54,2.54,0,2021-10-19 14:40:00,0,NA,NA
"195","19_D6","D6",19,"A_9701_40N","PCC_9701","Axenic",40.5,28.6,29.6,0.875,1.875,0,2021-10-19 14:40:00,0,NA,NA
"196","19_E6","E6",19,"X_NIES_40N","NIES_843","Xenic",40.5,34.5,35.5,2.19,3.19,0,2021-10-19 14:40:00,0,NA,NA
"197","19_B7","B7",19,"X_9701_40N","PCC_9701","Xenic",40.5,18.1,19.1,1.95,2.95,0,2021-10-19 14:40:00,0,NA,NA
"198","19_C7","C7",19,"X_WT_40N","WT_7806","Xenic",40.5,25.8,26.8,2.31,3.31,0,2021-10-19 14:40:00,0,NA,NA
"199","19_D7","D7",19,"A_WT_40N","WT_7806","Axenic",40.5,28.9,29.9,2.45,3.45,0,2021-10-19 14:40:00,0,NA,NA
"200","19_E7","E7",19,"A_NIES_40N","NIES_843","Axenic",40.5,19,20,1.92,2.92,0,2021-10-19 14:40:00,0,NA,NA
"201","12_E1","E1",12,"BLANK","Media_CTRL",NA,NA,6.25,7.25,1.08,2.08,0,2021-10-19 15:48:00,0,NA,NA
"202","12_B8","B8",12,"BLANK","Media_CTRL",NA,NA,13.2,14.2,0.708,1.708,0,2021-10-19 15:48:00,0,NA,NA
"203","12_E8","E8",12,"BLANK","Media_CTRL",NA,NA,12.4,13.4,0.917,1.917,0,2021-10-19 15:48:00,0,NA,NA
"204","13_E1","E1",13,"BLANK","Media_CTRL",NA,NA,8.15,9.15,0.75,1.75,0,2021-10-19 15:43:00,0,NA,NA
"205","13_B8","B8",13,"BLANK","Media_CTRL",NA,NA,4.58,5.58,1.25,2.25,0,2021-10-19 15:43:00,0,NA,NA
"206","13_E8","E8",13,"BLANK","Media_CTRL",NA,NA,17.4,18.4,1.06,2.06,0,2021-10-19 15:43:00,0,NA,NA
"207","14_E1","E1",14,"BLANK","Media_CTRL",NA,NA,13.3,14.3,0.917,1.917,0,2021-10-19 15:38:00,0,NA,NA
"208","14_B8","B8",14,"BLANK","Media_CTRL",NA,NA,22.6,23.6,1.63,2.63,0,2021-10-19 15:38:00,0,NA,NA
"209","14_E8","E8",14,"BLANK","Media_CTRL",NA,NA,12.1,13.1,1.19,2.19,0,2021-10-19 15:38:00,0,NA,NA
"210","15_E1","E1",15,"BLANK","Media_CTRL",NA,NA,22.6,23.6,0.917,1.917,0,2021-10-19 15:34:00,0,NA,NA
"211","15_B8","B8",15,"BLANK","Media_CTRL",NA,NA,19.4,20.4,1.31,2.31,0,2021-10-19 15:34:00,0,NA,NA
"212","15_E8","E8",15,"BLANK","Media_CTRL",NA,NA,21.3,22.3,0.563,1.563,0,2021-10-19 15:34:00,0,NA,NA
"213","16_E1","E1",16,"BLANK","Media_CTRL",NA,NA,24.2,25.2,0.4,1.4,0,2021-10-19 15:25:00,0,NA,NA
"214","16_B8","B8",16,"BLANK","Media_CTRL",NA,NA,21.5,22.5,1.38,2.38,0,2021-10-19 15:25:00,0,NA,NA
"215","16_E8","E8",16,"BLANK","Media_CTRL",NA,NA,22.4,23.4,0.429,1.429,0,2021-10-19 15:25:00,0,NA,NA
"216","17_E1","E1",17,"BLANK","Media_CTRL",NA,NA,16.6,17.6,1.22,2.22,0,2021-10-19 15:19:00,0,NA,NA
"217","17_B8","B8",17,"BLANK","Media_CTRL",NA,NA,15.9,16.9,0.857,1.857,0,2021-10-19 15:19:00,0,NA,NA
"218","17_E8","E8",17,"BLANK","Media_CTRL",NA,NA,11,12,0,1,0,2021-10-19 15:19:00,0,NA,NA
"219","18_E1","E1",18,"BLANK","Media_CTRL",NA,NA,7.13,8.13,0.75,1.75,0,2021-10-19 15:06:00,0,NA,NA
"220","18_B8","B8",18,"BLANK","Media_CTRL",NA,NA,20.4,21.4,0.7,1.7,0,2021-10-19 15:06:00,0,NA,NA
"221","18_E8","E8",18,"BLANK","Media_CTRL",NA,NA,13.4,14.4,0.667,1.667,0,2021-10-19 15:06:00,0,NA,NA
"222","19_E1","E1",19,"BLANK","Media_CTRL",NA,NA,7.85,8.85,2.25,3.25,0,2021-10-19 14:40:00,0,NA,NA
"223","19_B8","B8",19,"BLANK","Media_CTRL",NA,NA,16.3,17.3,1.75,2.75,0,2021-10-19 14:40:00,0,NA,NA
"224","19_E8","E8",19,"BLANK","Media_CTRL",NA,NA,24,25,0.75,1.75,0,2021-10-19 14:40:00,0,NA,NA
"225","12_B1","B1",12,"BLANK","Media_CTRL",NA,NA,6.33,7.31642877175355,0.2,1.19957120921812,1,2021-10-20 10:26:00,0.776388888888889,-0.844014342071702,-0.647978253667859
"226","12_B2","B2",12,"A_9701_0N","PCC_9701","Axenic",8,29.4,30.3369677550639,0.6,1.59871362765436,1,2021-10-20 10:26:00,0.776388888888889,-1.08429237654577,0.203666049746249
"227","12_C2","C2",12,"X_NIES_0N","NIES_843","Xenic",8,30,30.9356813827183,2.31,3.30504746646931,1,2021-10-20 10:26:00,0.776388888888889,-0.33295450008976,0.223874554979076
"228","12_D2","D2",12,"X_9701_0N","PCC_9701","Xenic",8,20.8,21.7554057586847,0.813,1.81125696547166,1,2021-10-20 10:26:00,0.776388888888889,-0.159480299893421,-0.356824858582508
"229","12_E2","E2",12,"A_MUT_0N","MUT_7806","Axenic",8,33.8,34.7275343578626,1.04,2.03777028793423,1,2021-10-20 10:26:00,0.776388888888889,-0.404675268206518,0.623581757217109
"230","12_B3","B3",12,"X_MUT_0N","MUT_7806","Xenic",8,21.7,22.6534762001662,1.88,2.87596936665034,1,2021-10-20 10:26:00,0.776388888888889,0.0576887142400721,-0.515395690795617
"231","12_C3","C3",12,"X_WT_0N","WT_7806","Xenic",8,13.1,14.071914203787,1.86,2.85601224572853,1,2021-10-20 10:26:00,0.776388888888889,0.106187101822815,-0.569696105496812
"232","12_D3","D3",12,"A_WT_0N","WT_7806","Axenic",8,8.65,9.63145479868376,1.13,2.12757733208239,1,2021-10-20 10:26:00,0.776388888888889,-0.0431142578592313,-1.53844551750058
"233","12_E3","E3",12,"A_NIES_0N","NIES_843","Axenic",8,19,19.9592648757216,0.875,1.87312404032928,1,2021-10-20 10:26:00,0.776388888888889,-0.442009507500045,-0.310483234810406
"234","12_B4","B4",12,"X_NIES_425N","NIES_843","Xenic",425,38,38.9185297514431,2.31,3.30504746646931,1,2021-10-20 10:26:00,0.776388888888889,-0.0738188478700772,-0.192721210395707
"235","12_C4","C4",12,"X_9701_425N","PCC_9701","Xenic",425,37.2,38.1202449145706,1.25,2.24732005761326,1,2021-10-20 10:26:00,0.776388888888889,0.478476051358094,0.824362246409308
"236","12_D4","D4",12,"X_WT_425N","WT_7806","Xenic",425,25.4,26.3455435707014,1.75,2.74624808065856,1,2021-10-20 10:26:00,0.776388888888889,0.0854336632880685,-0.00752921228417071
"237","12_E4","E4",12,"A_NIES_425N","NIES_843","Axenic",425,20.6,21.5558345494665,2.18,3.17532618047753,1,2021-10-20 10:26:00,0.776388888888889,0.103566574944994,-0.127563721525342
"238","12_B5","B5",12,"X_MUT_425N","MUT_7806","Xenic",425,11.9,12.8744869484782,1.75,2.74624808065856,1,2021-10-20 10:26:00,0.776388888888889,-0.216926533765335,-0.780535532656694
"239","12_C5","C5",12,"A_9701_425N","PCC_9701","Axenic",425,25.2,26.1459723614833,0.625,1.62366002880663,1,2021-10-20 10:26:00,0.776388888888889,-0.655044015096004,0.257994722611275
"240","12_D5","D5",12,"A_WT_425N","WT_7806","Axenic",425,19.5,20.4581928987669,0.3,1.29935681382718,1,2021-10-20 10:26:00,0.776388888888889,-1.07773683678807,-0.462659999594792
"241","12_E5","E5",12,"A_MUT_425N","MUT_7806","Axenic",425,29.1,30.0376109412367,0.15,1.14967840691359,1,2021-10-20 10:26:00,0.776388888888889,-1.09488807564661,0.638274506146048
"242","12_B6","B6",12,"X_WT_2950N","WT_7806","Xenic",2760,28,28.939969290537,2.13,3.125433378173,1,2021-10-20 10:26:00,0.776388888888889,-0.0503382290918371,0.739395630801907
"243","12_C6","C6",12,"A_9701_2950N","PCC_9701","Axenic",2760,27.9,28.840183685928,0.75,1.74839203456796,1,2021-10-20 10:26:00,0.776388888888889,-0.380890046511907,1.12941213391262
"244","12_D6","D6",12,"X_9701_2950N","PCC_9701","Xenic",2760,17.4,18.3626952019766,1.13,2.12757733208239,1,2021-10-20 10:26:00,0.776388888888889,-0.100368764211647,-0.699180470572948
"245","12_E6","E6",12,"A_WT_2950N","WT_7806","Axenic",2760,30.3,31.2350381965454,0.464,1.46300520538604,1,2021-10-20 10:26:00,0.776388888888889,-0.44077563144635,-0.0230886946238569
"246","12_B7","B7",12,"A_NIES_2950N","NIES_843","Axenic",2760,29.3,30.2371821504548,1.86,2.85601224572853,1,2021-10-20 10:26:00,0.776388888888889,-0.0460631735713407,-0.462500527806526
"247","12_C7","C7",12,"X_NIES_2950N","NIES_843","Xenic",2760,44.9,45.8037364694683,2.04,3.03562633402484,1,2021-10-20 10:26:00,0.776388888888889,-0.194335724699713,0.956293567470795
"248","12_D7","D7",12,"A_MUT_2950N","MUT_7806","Axenic",2760,26.7,27.6427564306192,0.893,1.89108544915891,1,2021-10-20 10:26:00,0.776388888888889,-0.246527023201075,0.48970535700174
"249","12_E7","E7",12,"X_MUT_2950N","MUT_7806","Xenic",2760,36.3,37.2221744730891,1.63,2.62650535512769,1,2021-10-20 10:26:00,0.776388888888889,-0.522323965244832,-0.0567880086640684
"250","12_E1","E1",12,"BLANK","Media_CTRL",NA,NA,13.1,14.071914203787,0.375,1.37419601728398,1,2021-10-20 10:26:00,0.776388888888889,-0.533880706230561,0.854184611727209
"251","12_B8","B8",12,"BLANK","Media_CTRL",NA,NA,21.9,22.8530474093843,0.464,1.46300520538604,1,2021-10-20 10:26:00,0.776388888888889,-0.199423790742808,0.612891962375898
"252","12_E8","E8",12,"BLANK","Media_CTRL",NA,NA,10.2,11.1781316701242,0.313,1.31232894242636,1,2021-10-20 10:26:00,0.776388888888889,-0.488103438981148,-0.233511026979015
"253","14_B1","B1",14,"BLANK","Media_CTRL",NA,NA,17.6,18.5620976563253,0.375,1.37419242165466,1,2021-10-20 10:21:00,0.779861111111111,-0.704271890200658,0.0323260162828131
"254","14_B2","B2",14,"A_9701_100N","PCC_9701","Axenic",87,19.2,20.1586519887185,0.35,1.34924626021101,1,2021-10-20 10:21:00,0.779861111111111,-1.05001877069977,-0.707452235148331
"255","14_C2","C2",14,"X_WT_100N","WT_7806","Xenic",87,13.9,14.870065762666,1.32,2.3171573242244,1,2021-10-20 10:21:00,0.779861111111111,-0.603557129340908,0.095762680996929
"256","14_D2","D2",14,"X_MUT_100N","MUT_7806","Xenic",87,16.4,17.3646819070304,1.56,2.55664047408338,1,2021-10-20 10:21:00,0.779861111111111,-0.0934869411983918,-0.14212107324459
"257","14_E2","E2",14,"X_NIES_100N","NIES_843","Xenic",87,25,25.9461614436439,2.56,3.55448693182913,1,2021-10-20 10:21:00,0.779861111111111,-0.480421389547705,0.253015058575108
"258","14_B3","B3",14,"A_MUT_100N","MUT_7806","Axenic",87,26.3,27.2433618387133,0.688,1.68651836292908,1,2021-10-20 10:21:00,0.779861111111111,-0.841160975136612,-0.0712505049500149
"259","14_C3","C3",14,"X_9701_100N","PCC_9701","Xenic",87,17,17.9633897816778,0.75,1.74838484330932,1,2021-10-20 10:21:00,0.779861111111111,-1.21224788392363,-0.748377702827249
"260","14_D3","D3",14,"A_WT_100N","WT_7806","Axenic",87,19.1,20.0588673429439,1.38,2.37702811168914,1,2021-10-20 10:21:00,0.779861111111111,-0.0282617535209996,-0.277224345352192
"261","14_E3","E3",14,"A_NIES_100N","NIES_843","Axenic",87,15.9,16.8657586781575,0.25,1.24946161443644,1,2021-10-20 10:21:00,0.779861111111111,-1.33538390647546,0.304568870345781
"262","14_B4","B4",14,"X_9701_30500N","PCC_9701","Xenic",30500,10.8,11.7767417436541,1.22,2.21737267844982,1,2021-10-20 10:21:00,0.779861111111111,-0.294563449459445,-0.536857344386561
"263","14_C4","C4",14,"A_WT_30500N","WT_7806","Axenic",30500,32.2,33.1306559394133,0.536,1.53484570135172,1,2021-10-20 10:21:00,0.779861111111111,-0.599668533536332,0.26238280913376
"264","14_D4","D4",14,"X_NIES_30500N","NIES_843","Xenic",30500,38.4,39.317303977437,2.94,3.93366858577252,1,2021-10-20 10:21:00,0.779861111111111,0.135210929477414,1.76197037650801
"265","14_E4","E4",14,"X_WT_30500N","WT_7806","Xenic",30500,36.3,37.2218264161709,3.18,4.1731517356315,1,2021-10-20 10:21:00,0.779861111111111,0.032093615670369,0.57884701040247
"266","14_B5","B5",14,"A_9701_30500N","PCC_9701","Axenic",30500,35.4,36.3237646041997,0.969,1.96691321755564,1,2021-10-20 10:21:00,0.779861111111111,-0.125999036120066,0.297613009431648
"267","14_C5","C5",14,"A_NIES_30500N","NIES_843","Axenic",30500,47.1,47.998568159825,1.56,2.55664047408338,1,2021-10-20 10:21:00,0.779861111111111,-0.143778861893606,0.811032527822543
"268","14_D5","D5",14,"A_MUT_30500N","MUT_7806","Axenic",30500,24.3,25.2476689232218,0.6,1.59870787464745,1,2021-10-20 10:21:00,0.779861111111111,-0.909725156954561,-0.0177704974653084
"269","14_E5","E5",14,"X_MUT_30500N","MUT_7806","Xenic",30500,39.2,40.1155811436336,2.44,3.43474535689964,1,2021-10-20 10:21:00,0.779861111111111,-0.132954953955097,1.54752961656735
"270","14_B6","B6",14,"X_9701_0N","PCC_9701","Xenic",8,30.3,31.2347476696964,0.607,1.60569279985167,1,2021-10-20 10:21:00,0.779861111111111,-0.50463495054557,0.348582071749659
"271","14_C6","C6",14,"X_NIES_0N","NIES_843","Xenic",8,26,26.9440079013896,2,2.99569291549151,1,2021-10-20 10:21:00,0.779861111111111,-0.804470370892229,-0.525743788802813
"272","14_D6","D6",14,"X_WT_0N","WT_7806","Xenic",8,37.5,38.4192421654658,1.21,2.20739421387236,1,2021-10-20 10:21:00,0.779861111111111,0.0948539899064667,0.619447972364744
"273","14_E6","E6",14,"A_WT_0N","WT_7806","Axenic",8,22.5,23.4515452992795,0.95,1.94795413485847,1,2021-10-20 10:21:00,0.779861111111111,-0.262243754458691,-0.102342304985286
"274","14_B7","B7",14,"A_NIES_0N","NIES_843","Axenic",8,30.3,31.2347476696964,0.6,1.59870787464745,1,2021-10-20 10:21:00,0.779861111111111,-1.02654794401788,0.617322853640922
"275","14_C7","C7",14,"X_MUT_0N","MUT_7806","Xenic",8,32.3,33.2304405851879,1.54,2.53668354492846,1,2021-10-20 10:21:00,0.779861111111111,-0.341202617616922,0.0443800957721819
"276","14_D7","D7",14,"A_MUT_0N","MUT_7806","Axenic",8,25.7,26.6446539640659,1.64,2.63646819070304,1,2021-10-20 10:21:00,0.779861111111111,-0.502059062329062,1.60349152644245
"277","14_E7","E7",14,"A_9701_0N","PCC_9701","Axenic",8,34.6,35.5254874380031,0.75,1.74838484330932,1,2021-10-20 10:21:00,0.779861111111111,-0.427391005242887,0.328346145939995
"278","14_E1","E1",14,"BLANK","Media_CTRL",NA,NA,7.5,8.48384843309316,0.464,1.46300075639403,1,2021-10-20 10:21:00,0.779861111111111,-0.346564049879139,-0.669472241035643
"279","14_B8","B8",14,"BLANK","Media_CTRL",NA,NA,11.8,12.7745882013999,0.313,1.31232594127442,1,2021-10-20 10:21:00,0.779861111111111,-0.891418671565425,-0.787048876319689
"280","14_E8","E8",14,"BLANK","Media_CTRL",NA,NA,11.5,12.4752342640762,0.375,1.37419242165466,1,2021-10-20 10:21:00,0.779861111111111,-0.597587581072286,-0.0626609140603983
"281","13_B1","B1",13,"BLANK","Media_CTRL",NA,NA,15.3,16.2664933371402,0.6,1.59868601322118,1,2021-10-20 10:45:00,0.793055555555556,-0.50175354650834,-0.0630108376746214
"282","13_B2","B2",13,"X_WT_40N","WT_7806","Xenic",40.5,18.3,19.2599234032461,1.97,2.96568574340956,1,2021-10-20 10:45:00,0.793055555555556,-0.268686569899048,-0.184804517241562
"283","13_C2","C2",13,"A_NIES_40N","NIES_843","Axenic",40.5,14.7,15.667807323919,1.66,2.65636463657861,1,2021-10-20 10:45:00,0.793055555555556,-0.0205449200079632,-0.823292957069241
"284","13_D2","D2",13,"X_NIES_40N","NIES_843","Xenic",40.5,35.9,36.8213797910676,3.53,4.52226937778464,1,2021-10-20 10:45:00,0.793055555555556,-0.408001077482818,0.107959456270447
"285","13_E2","E2",13,"X_9701_40N","PCC_9701","Xenic",40.5,28.5,29.4375856280063,1.19,2.18739392622202,1,2021-10-20 10:45:00,0.793055555555556,-0.398334567170185,0.641452717197432
"286","13_B3","B3",13,"A_9701_40N","PCC_9701","Axenic",40.5,27.5,28.439775605971,1.19,2.18739392622202,1,2021-10-20 10:45:00,0.793055555555556,0.0695565897499533,0.501982965729357
"287","13_C3","C3",13,"A_WT_40N","WT_7806","Axenic",40.5,19.1,20.0581714208744,0.5,1.49890501101765,1,2021-10-20 10:45:00,0.793055555555556,-0.723267455724338,-0.581081191183692
"288","13_D3","D3",13,"A_MUT_40N","MUT_7806","Axenic",40.5,16.7,17.6634273679896,1.21,2.20735012666272,1,2021-10-20 10:45:00,0.793055555555556,-0.468262341527758,-0.858692146968278
"289","13_E3","E3",13,"X_MUT_40N","MUT_7806","Xenic",40.5,19.5,20.4572954296885,2.08,3.07544484583344,1,2021-10-20 10:45:00,0.793055555555556,0.0740664619310006,0.0411794932515385
"290","13_B4","B4",13,"X_WT_0N","WT_7806","Xenic",8,18.4,19.3597044054497,1.19,2.18739392622202,1,2021-10-20 10:45:00,0.793055555555556,-0.499264075970441,-0.706408519609495
"291","13_C4","C4",13,"A_MUT_0N","MUT_7806","Axenic",8,19.1,20.0581714208744,0.875,1.87308376928089,1,2021-10-20 10:45:00,0.793055555555556,0.122258643012535,-0.0151115052088402
"292","13_D4","D4",13,"A_9701_0N","PCC_9701","Axenic",8,27.7,28.639337610378,1,1.99781002203531,1,2021-10-20 10:45:00,0.793055555555556,-0.37979707633485,0.665107996623509
"293","13_E4","E4",13,"A_WT_0N","WT_7806","Axenic",8,21,21.9540104627415,1.11,2.10756912445919,1,2021-10-20 10:45:00,0.793055555555556,-0.293536703119934,0.622522749415624
"294","13_B5","B5",13,"X_MUT_0N","MUT_7806","Xenic",8,7.8,8.78291817187541,1.39,2.38695593062908,1,2021-10-20 10:45:00,0.793055555555556,-0.542424517561776,-1.89582172791269
"295","13_C5","C5",13,"A_NIES_0N","NIES_843","Axenic",8,19,19.9583904186709,1.04,2.03772242291672,1,2021-10-20 10:45:00,0.793055555555556,-0.795697191672707,0.863851791736139
"296","13_D5","D5",13,"X_NIES_0N","NIES_843","Xenic",8,37.1,38.0187518175099,2.44,3.43465645376615,1,2021-10-20 10:45:00,0.793055555555556,-0.3792892653207,0.791191255706172
"297","13_E5","E5",13,"X_9701_0N","PCC_9701","Xenic",8,13.6,14.5702162996802,0.8,1.79824801762825,1,2021-10-20 10:45:00,0.793055555555556,-0.498408468697949,0.298380647637092
"298","13_B6","B6",13,"A_9701_14150N","PCC_9701","Axenic",14150,23.4,24.3487545156262,1.18,2.17741582600166,1,2021-10-20 10:45:00,0.793055555555556,-0.199172158019556,-0.116237589908557
"299","13_C6","C6",13,"A_MUT_14150N","MUT_7806","Axenic",14150,24.9,25.8454695486792,1.28,2.27719682820519,1,2021-10-20 10:45:00,0.793055555555556,-0.601781846779857,0.956969367955164
"300","13_D6","D6",13,"X_MUT_14150N","MUT_7806","Xenic",14150,38.3,39.2161238439523,1.53,2.52664933371402,1,2021-10-20 10:45:00,0.793055555555556,-0.237369927422614,0.527974982226055
"301","13_E6","E6",13,"A_WT_14150N","WT_7806","Axenic",14150,29.6,30.5351766522451,1.42,2.41689023129014,1,2021-10-20 10:45:00,0.793055555555556,-0.251336093084924,0.645576830604794
"302","13_B7","B7",13,"X_NIES_14150N","NIES_843","Xenic",14150,40.5,41.41130589243,4.53,5.52007939981995,1,2021-10-20 10:45:00,0.793055555555556,-0.206051053480372,-0.0327217217132523
"303","13_C7","C7",13,"X_WT_14150N","WT_7806","Xenic",14150,27.4,28.3399946037674,2.25,3.24507254957944,1,2021-10-20 10:45:00,0.793055555555556,-0.0953593486812217,1.41181848419607
"304","13_D7","D7",13,"A_NIES_14150N","NIES_843","Axenic",14150,9.63,10.6089105122,2.5,3.49452505508827,1,2021-10-20 10:45:00,0.793055555555556,0.46330919824013,-0.793166966634081
"305","13_E7","E7",13,"X_9701_14150N","PCC_9701","Xenic",14150,18.3,19.2599234032461,1.93,2.92577334252814,1,2021-10-20 10:45:00,0.793055555555556,0.0966013048120169,-0.212764547707257
"306","15_B1","B1",15,"BLANK","Media_CTRL",NA,NA,17.4,18.3618943834144,0.25,1.24945250550883,1,2021-10-20 10:36:00,0.793055555555556,-0.684393897204551,-0.0230071701011759
"307","15_B2","B2",15,"A_NIES_2950N","NIES_843","Axenic",2760,27.3,28.2402136015639,1.34,2.33706542952731,1,2021-10-20 10:36:00,0.793055555555556,-0.335721169039235,0.756450097680409
"308","15_C2","C2",15,"X_WT_2950N","WT_7806","Xenic",2760,29.5,30.4353956500416,1.83,2.82599234032461,1,2021-10-20 10:36:00,0.793055555555556,0.0343716930789473,0.253120297590234
"309","15_D2","D2",15,"A_WT_2950N","WT_7806","Axenic",2760,32.6,33.528606718351,0.333,1.33227073733776,1,2021-10-20 10:36:00,0.793055555555556,-0.466697350023978,1.13778815023316
"310","15_E2","E2",15,"A_MUT_2950N","MUT_7806","Axenic",2760,20.6,21.5548864539274,1.11,2.10756912445919,1,2021-10-20 10:36:00,0.793055555555556,-0.384949595357185,0.270009248062905
"311","15_B3","B3",15,"X_9701_2950N","PCC_9701","Xenic",2760,18.5,19.4594854076532,0.786,1.78427867731975,1,2021-10-20 10:36:00,0.793055555555556,-0.363261128992658,-0.216249647975515
"312","15_C3","C3",15,"X_MUT_2950N","MUT_7806","Xenic",2760,29.2,30.136052643431,1.79,2.7860799394432,1,2021-10-20 10:36:00,0.793055555555556,0.167248722966734,0.431661177863539
"313","15_D3","D3",15,"X_NIES_2950N","NIES_843","Xenic",2760,19.9,20.8564194385026,3.09,4.0832329680891,1,2021-10-20 10:36:00,0.793055555555556,0.303406400660775,-0.00263206197849863
"314","15_E3","E3",15,"A_9701_2950N","PCC_9701","Axenic",2760,14.3,15.2686833151049,1.14,2.13750342512025,1,2021-10-20 10:36:00,0.793055555555556,-0.559019827380003,-0.500041936665356
"315","15_B4","B4",15,"A_WT_40N","WT_7806","Axenic",40.5,9.18,10.1598960022841,0.875,1.87308376928089,1,2021-10-20 10:36:00,0.793055555555556,-0.655460140311927,-1.18484553236746
"316","15_C4","C4",15,"A_MUT_40N","MUT_7806","Axenic",40.5,25.6,26.5439365641039,1.13,2.1275253248999,1,2021-10-20 10:36:00,0.793055555555556,-0.433327528280292,0.111373021272755
"317","15_D4","D4",15,"X_9701_40N","PCC_9701","Xenic",40.5,29.6,30.5351766522451,1.46,2.45680263217155,1,2021-10-20 10:36:00,0.793055555555556,0.427769493844516,-0.0472064393528569
"318","15_E4","E4",15,"A_NIES_40N","NIES_843","Axenic",40.5,21.4,22.3531344715556,2.06,3.05548864539274,1,2021-10-20 10:36:00,0.793055555555556,0.04430251906972,-0.238155206962135
"319","15_B5","B5",15,"X_NIES_40N","NIES_843","Xenic",40.5,40.3,41.2117438880229,3.39,4.3825759746997,1,2021-10-20 10:36:00,0.793055555555556,0.0123097624235766,0.0313424018838743
"320","15_C5","C5",15,"X_WT_40N","WT_7806","Xenic",40.5,20,20.9562004407062,1.59,2.58651793503614,1,2021-10-20 10:36:00,0.793055555555556,-0.366879775949167,-0.217428950502083
"321","15_D5","D5",15,"X_MUT_40N","MUT_7806","Xenic",40.5,33.8,34.7259787447934,1.22,2.21732822688308,1,2021-10-20 10:36:00,0.793055555555556,-0.454669568323898,0.0757992242965693
"322","15_E5","E5",15,"A_9701_40N","PCC_9701","Axenic",40.5,15.7,16.6656173459543,1.04,2.03772242291672,1,2021-10-20 10:36:00,0.793055555555556,-0.44060441274256,-0.608392573621217
"323","15_B6","B6",15,"X_MUT_425N","MUT_7806","Xenic",425,22.4,23.3509444935909,1.47,2.4667807323919,1,2021-10-20 10:36:00,0.793055555555556,-0.0711630699827056,-0.54233257655167
"324","15_C6","C6",15,"X_NIES_425N","NIES_843","Xenic",425,27.1,28.0406515971569,2.61,3.60428415751215,1,2021-10-20 10:36:00,0.793055555555556,-0.231313379062375,0.124715255203418
"325","15_D6","D6",15,"A_MUT_425N","MUT_7806","Axenic",425,16.7,17.6634273679896,1.06,2.05767862335743,1,2021-10-20 10:36:00,0.793055555555556,-0.294976786760122,0.156641406037118
"326","15_E6","E6",15,"X_WT_425N","WT_7806","Xenic",425,10.8,11.7763482379813,1.06,2.05767862335743,1,2021-10-20 10:36:00,0.793055555555556,-0.475419181543458,0.175038718071987
"327","15_B7","B7",15,"A_NIES_425N","NIES_843","Axenic",425,20.4,21.3553244495203,2.17,3.16524774781662,1,2021-10-20 10:36:00,0.793055555555556,0.0385266430210435,-0.696440329338256
"328","15_C7","C7",15,"A_9701_425N","PCC_9701","Axenic",425,17.4,18.3618943834144,1.21,2.20735012666272,1,2021-10-20 10:36:00,0.793055555555556,-0.20158123373818,0.246619312610833
"329","15_D7","D7",15,"X_9701_425N","PCC_9701","Xenic",425,10.3,11.2774432269637,1.08,2.07763482379813,1,2021-10-20 10:36:00,0.793055555555556,-0.171325128428591,0.191298237728707
"330","15_E7","E7",15,"A_WT_425N","WT_7806","Axenic",425,15.5,16.4660553415473,0.969,1.96687791135221,1,2021-10-20 10:36:00,0.793055555555556,-0.27695481607912,-0.399277067326075
"331","13_E1","E1",13,"BLANK","Media_CTRL",NA,NA,13.7,14.6699973018837,0.333,1.33227073733776,1,2021-10-20 10:45:00,0.793055555555556,-0.343898959285831,0.59523008903971
"332","13_B8","B8",13,"BLANK","Media_CTRL",NA,NA,3.88,4.871502885497,0.65,1.64857651432295,1,2021-10-20 10:45:00,0.793055555555556,-0.392176836884994,-0.171219134948166
"333","13_E8","E8",13,"BLANK","Media_CTRL",NA,NA,7.71,8.69311526989223,0.6,1.59868601322118,1,2021-10-20 10:45:00,0.793055555555556,-0.319679915133623,-0.945481429732534
