"","Culture","State","P_ug_L","Plate","Well","Treatment_name","gr_chlA_mean","gr_PC_mean","gr_chlA_sd","gr_pc_sd","n_obs","gr_chlA_se","gr_pc_se","chlA_upper_cl","chlA_lower_cl","pc_upper_cl","pc_lower_cl","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","slope","growthrate_corrected","gr_pc_se_corrected"
"59","NIES_843","Axenic",9.6,23,"E4","A_NIES_10P",0.189868855130067,0.450001680279235,0.270148110767906,0.194781265050713,5,0.120813907934036,0.0871088298793597,0.310682763064103,0.0690549471960308,0.537110510158595,0.362892850399875,0.344647682689323,0.334933187158211,-0.00971449553111195,129.71850033024,1.00556305101507e-11,5.90107984136384,0.33946932728587,Inf,"Welch Two Sample t-test","greater",0.334933187158211,0.450001680279235,0.0871088298793597
"60","NIES_843","Axenic",9.6,27,"E7","A_NIES_10P",0.17019342551523,0.474148991759112,0.230794575541604,0.0537922286091921,5,0.103214471949847,0.0240566159662725,0.273407897465077,0.0669789535653824,0.498205607725384,0.450092375792839,0.344647682689323,0.334933187158211,-0.00971449553111195,129.71850033024,1.00556305101507e-11,5.90107984136384,0.33946932728587,Inf,"Welch Two Sample t-test","greater",0.334933187158211,0.474148991759112,0.0240566159662725
"61","NIES_843","Axenic",18.7,20,"E4","A_NIES_19P",0.33297416028689,0.48350871575944,0.120360890395043,0.126577200029867,5,0.0538270265511433,0.0566070447336742,0.386801186838033,0.279147133735746,0.540115760493115,0.426901671025766,0.359194987861163,0.349480492330051,-0.00971449553111195,31.7766121878224,0.000376414227053319,2.09770009274425,0.327213039891915,Inf,"Welch Two Sample t-test","greater",0.349480492330051,0.48350871575944,0.0566070447336742
"62","NIES_843","Axenic",18.7,23,"B7","A_NIES_19P",0.32261054855569,0.463280419327448,0.0718039140497362,0.0943059137420429,5,0.0321116865731525,0.0421748867614879,0.354722235128842,0.290498861982537,0.505455306088936,0.42110553256596,0.359194987861163,0.349480492330051,-0.00971449553111195,31.7766121878224,0.000376414227053319,2.09770009274425,0.327213039891915,Inf,"Welch Two Sample t-test","greater",0.349480492330051,0.463280419327448,0.0421748867614879
"63","NIES_843","Axenic",18.7,24,"B3","A_NIES_19P",0.27433742947859,0.45380548076251,0.103365302957336,0.0900149228212818,5,0.0462263687854926,0.0402558972835567,0.320563798264083,0.228111060693098,0.494061378046066,0.413549583478953,0.359194987861163,0.349480492330051,-0.00971449553111195,31.7766121878224,0.000376414227053319,2.09770009274425,0.327213039891915,Inf,"Welch Two Sample t-test","greater",0.349480492330051,0.45380548076251,0.0402558972835567
"64","NIES_843","Axenic",47.6,20,"B7","A_NIES_48P",0.281463087157861,0.523584450774162,0.0918917633138423,0.0574380417020985,5,0.0410952458684145,0.025687073148072,0.322558333026276,0.240367841289447,0.549271523922234,0.49789737762609,0.381600382488295,0.371885886957183,-0.00971449553111195,51.265485952891,8.8284371259577e-05,2.23622499713567,0.361352786685727,Inf,"Welch Two Sample t-test","greater",0.371885886957183,0.523584450774162,0.025687073148072
"65","NIES_843","Axenic",47.6,23,"B2","A_NIES_48P",0.305950222312139,0.495087610596011,0.104808250421929,0.0346415019108904,5,0.0468716745092508,0.015492150623088,0.35282189682139,0.259078547802889,0.510579761219099,0.479595459972923,0.381600382488295,0.371885886957183,-0.00971449553111195,51.265485952891,8.8284371259577e-05,2.23622499713567,0.361352786685727,Inf,"Welch Two Sample t-test","greater",0.371885886957183,0.495087610596011,0.015492150623088
"66","NIES_843","Axenic",47.6,25,"B5","A_NIES_48P",0.240077411872332,0.488858228455294,0.126155296483664,0.07157160749553,5,0.0564183637318226,0.0320077959237877,0.296495775604155,0.18365904814051,0.520866024379082,0.456850432531506,0.381600382488295,0.371885886957183,-0.00971449553111195,51.265485952891,8.8284371259577e-05,2.23622499713567,0.361352786685727,Inf,"Welch Two Sample t-test","greater",0.371885886957183,0.488858228455294,0.0320077959237877
"67","NIES_843","Axenic",100,22,"E3","A_NIES_100P",0.316457114931442,0.493099325232702,0.111542522440961,0.0606312749709288,5,0.0498833325119567,0.0271151304794957,0.366340447443398,0.266573782419485,0.520214455712198,0.465984194753206,0.386640291927953,0.376925796396841,-0.00971449553111195,64.3142434268274,3.26137261934569e-05,2.37923548411562,0.370853050621698,Inf,"Welch Two Sample t-test","greater",0.376925796396841,0.493099325232702,0.0271151304794957
"68","NIES_843","Axenic",100,26,"B7","A_NIES_100P",0.42555524639772,0.527996108320428,0.0472068532907399,0.103328388219439,5,0.0211115465923908,0.0462098600128307,0.446666792990111,0.404443699805329,0.574205968333259,0.481786248307598,0.386640291927953,0.376925796396841,-0.00971449553111195,64.3142434268274,3.26137261934569e-05,2.37923548411562,0.370853050621698,Inf,"Welch Two Sample t-test","greater",0.376925796396841,0.527996108320428,0.0462098600128307
"69","NIES_843","Axenic",100,27,"C4","A_NIES_100P",0.27597926880285,0.514968754699488,0.236801682375225,0.0620740223637317,5,0.105900931795463,0.0277603467284293,0.381880200598314,0.170078337007387,0.542729101427917,0.487208407971058,0.386640291927953,0.376925796396841,-0.00971449553111195,64.3142434268274,3.26137261934569e-05,2.37923548411562,0.370853050621698,Inf,"Welch Two Sample t-test","greater",0.376925796396841,0.514968754699488,0.0277603467284293
"70","NIES_843","Axenic",171.1,21,"D7","A_NIES_171P",0.300961736076685,0.578841686687416,0.122432973768864,0.115979456035997,5,0.0547536904069255,0.0518675895379876,0.355715426483611,0.24620804566976,0.630709276225403,0.526974097149428,0.408183438130878,0.398468942599766,-0.00971449553111195,147.368623852832,4.46448332271083e-11,5.2970329442249,0.402670529753156,Inf,"Welch Two Sample t-test","greater",0.398468942599766,0.578841686687416,0.0518675895379876
"71","NIES_843","Axenic",171.1,24,"D4","A_NIES_171P",0.312977380915735,0.481721164509045,0.154587481869014,0.0110765612835972,5,0.0691336235859262,0.00495358879741314,0.382111004501661,0.243843757329808,0.486674753306458,0.476767575711632,0.408183438130878,0.398468942599766,-0.00971449553111195,147.368623852832,4.46448332271083e-11,5.2970329442249,0.402670529753156,Inf,"Welch Two Sample t-test","greater",0.398468942599766,0.481721164509045,0.00495358879741314
"72","NIES_843","Axenic",171.1,27,"E3","A_NIES_171P",0.391046141317216,0.515689839945108,0.0442749878883478,0.0424072427247494,5,0.0198003765242651,0.0189650954941746,0.410846517841482,0.371245764792951,0.534654935439282,0.496724744450933,0.408183438130878,0.398468942599766,-0.00971449553111195,147.368623852832,4.46448332271083e-11,5.2970329442249,0.402670529753156,Inf,"Welch Two Sample t-test","greater",0.398468942599766,0.515689839945108,0.0189650954941746
"73","NIES_843","Axenic",309.5,22,"C5","A_NIES_310P",0.196655527685145,0.504664425165595,0.177890833636548,0.0150267600670506,5,0.0795551993170857,0.00672017139830089,0.276210727002231,0.11710032836806,0.511384596563896,0.497944253767294,0.416753221689856,0.407038726158744,-0.00971449553111195,123.742162797806,4.24205461432307e-08,3.6810823071042,0.409390831593875,Inf,"Welch Two Sample t-test","greater",0.407038726158744,0.504664425165595,0.00672017139830089
"74","NIES_843","Axenic",309.5,25,"E6","A_NIES_310P",0.337709889964138,0.523736107799738,0.0876063256436088,0.0577260179748705,5,0.0391787398796185,0.025815860052437,0.376888629843756,0.298531150084519,0.549551967852176,0.497920247747301,0.416753221689856,0.407038726158744,-0.00971449553111195,123.742162797806,4.24205461432307e-08,3.6810823071042,0.409390831593875,Inf,"Welch Two Sample t-test","greater",0.407038726158744,0.523736107799738,0.025815860052437
"75","NIES_843","Axenic",309.5,26,"C2","A_NIES_310P",0.31177459194152,0.524903978114413,0.0971290875295444,0.0686113219308669,5,0.0434374484617177,0.0306839159727081,0.355212040403238,0.268337143479802,0.555587894087121,0.494220062141705,0.416753221689856,0.407038726158744,-0.00971449553111195,123.742162797806,4.24205461432307e-08,3.6810823071042,0.409390831593875,Inf,"Welch Two Sample t-test","greater",0.407038726158744,0.524903978114413,0.0306839159727081
"76","NIES_843","Axenic",1551.6,24,"B6","A_NIES_1551P",0.395698741310901,0.493518375348605,0.151500300034947,0.039444425372824,5,0.067752993897951,0.0176400832934104,0.463451735208852,0.32794574741295,0.511158458642016,0.475878292055195,0.418648307553764,0.408933812022652,-0.00971449553111195,80.0174022300749,1.15552233615956e-05,2.52314735300311,0.405326473321151,Inf,"Welch Two Sample t-test","greater",0.408933812022652,0.493518375348605,0.0176400832934104
"77","NIES_843","Axenic",1551.6,26,"B5","A_NIES_1551P",0.414751296237018,0.506439963776571,0.158320876654524,0.0816622059629745,5,0.0708032484913752,0.0365204487451599,0.485554544728393,0.343948047745643,0.542960412521731,0.469919515031411,0.418648307553764,0.408933812022652,-0.00971449553111195,80.0174022300749,1.15552233615956e-05,2.52314735300311,0.405326473321151,Inf,"Welch Two Sample t-test","greater",0.408933812022652,0.506439963776571,0.0365204487451599
"78","NIES_843","Axenic",1551.6,28,"E3","A_NIES_1551P",0.303388082390217,0.534748504808894,0.135611903705384,0.0281119850355197,5,0.0606474870486788,0.0125720619043758,0.364035569438896,0.242740595341538,0.54732056671327,0.522176442904518,0.418648307553764,0.408933812022652,-0.00971449553111195,80.0174022300749,1.15552233615956e-05,2.52314735300311,0.405326473321151,Inf,"Welch Two Sample t-test","greater",0.408933812022652,0.534748504808894,0.0125720619043758
"79","NIES_843","Axenic",3030,21,"C5","A_NIES_3030P",0.334209485875709,0.523319963512947,0.147938657540796,0.0540709650951781,5,0.0661601789522564,0.0241812707123673,0.400369664827966,0.268049306923453,0.547501234225315,0.49913869280058,0.417110067434457,0.407395571903345,-0.00971449553111195,108.113734834046,5.29886798902871e-07,3.13253907030578,0.408185123580442,Inf,"Welch Two Sample t-test","greater",0.407395571903345,0.523319963512947,0.0241812707123673
"80","NIES_843","Axenic",3030,25,"D3","A_NIES_3030P",0.389472498360634,0.534546444846738,0.111110203941273,0.0963371721604932,5,0.0496899938013103,0.0430832931421926,0.439162492161945,0.339782504559324,0.577629737988931,0.491463151704546,0.417110067434457,0.407395571903345,-0.00971449553111195,108.113734834046,5.29886798902871e-07,3.13253907030578,0.408185123580442,Inf,"Welch Two Sample t-test","greater",0.407395571903345,0.534546444846738,0.0430832931421926
"81","NIES_843","Axenic",3030,28,"E7","A_NIES_3030P",0.290745605811576,0.541583634178305,0.243551162779281,0.0293096060134257,5,0.108919391194718,0.0131076542879513,0.399664997006294,0.181826214616859,0.554691288466256,0.528475979890354,0.417110067434457,0.407395571903345,-0.00971449553111195,108.113734834046,5.29886798902871e-07,3.13253907030578,0.408185123580442,Inf,"Welch Two Sample t-test","greater",0.407395571903345,0.541583634178305,0.0131076542879513
"82","NIES_843","Xenic",1.1,20,"C2","X_NIES_1P",0.171926440607394,0.14668439080495,0.150684729691313,0.0610401778237276,4,0.0753423648456566,0.0305200889118638,0.24726880545305,0.0965840757617372,0.177204479716813,0.116164301893086,0.102934948810015,0.0932204532789027,-0.00971449553111195,2.42851982290527,0.0677138683429763,2.0067251892936,-0.0205488060074093,Inf,"Welch Two Sample t-test","greater",0.0932204532789027,0,0
"83","NIES_843","Xenic",1.1,22,"C6","X_NIES_1P",0.0301585421209929,0.211028733690133,0.213474947533206,0.108185170529997,5,0.0954688988354899,0.0483818790924959,0.125627440956483,-0.0653103567144971,0.259410612782629,0.162646854597637,0.102934948810015,0.0932204532789027,-0.00971449553111195,2.42851982290527,0.0677138683429763,2.0067251892936,-0.0205488060074093,Inf,"Welch Two Sample t-test","greater",0.0932204532789027,0,0
"84","NIES_843","Xenic",1.1,28,"B5","X_NIES_1P",-0.00647438360454366,0.244829126533865,0.207143565213296,0.0624215786907296,5,0.092637418583718,0.0279157786430647,0.0861630349791743,-0.0991118021882617,0.272744905176929,0.2169133478908,0.102934948810015,0.0932204532789027,-0.00971449553111195,2.42851982290527,0.0677138683429763,2.0067251892936,-0.0205488060074093,Inf,"Welch Two Sample t-test","greater",0.0932204532789027,0,0
"85","NIES_843","Xenic",9.6,21,"D2","X_NIES_10P",0.163878459669672,0.462347390610192,0.20839813355375,0.150495097148014,5,0.0931984786020529,0.067303453500679,0.257076938271725,0.0706799810676195,0.529650844110871,0.395043937109513,0.329915079120388,0.320200583589276,-0.00971449553111195,24.2107519435648,0.000719308765586798,2.06648880033775,0.290984495005844,Inf,"Welch Two Sample t-test","greater",0.320200583589276,0.462347390610192,0.067303453500679
"86","NIES_843","Xenic",9.6,23,"B5","X_NIES_10P",0.249466753777465,0.495132490870331,0.212230704955441,0.206691191222684,5,0.0949124566386137,0.0924351107848659,0.344379210416079,0.154554297138852,0.587567601655197,0.402697380085465,0.329915079120388,0.320200583589276,-0.00971449553111195,24.2107519435648,0.000719308765586798,2.06648880033775,0.290984495005844,Inf,"Welch Two Sample t-test","greater",0.320200583589276,0.495132490870331,0.0924351107848659
"87","NIES_843","Xenic",9.6,27,"E6","X_NIES_10P",0.301073450514782,0.479766546931413,0.260000897114496,0.105468992524653,5,0.116275936031789,0.0471671673607083,0.417349386546571,0.184797514482993,0.526933714292121,0.432599379570704,0.329915079120388,0.320200583589276,-0.00971449553111195,24.2107519435648,0.000719308765586798,2.06648880033775,0.290984495005844,Inf,"Welch Two Sample t-test","greater",0.320200583589276,0.479766546931413,0.0471671673607083
"88","NIES_843","Xenic",18.7,20,"B4","X_NIES_19P",0.272312898442907,0.486532578975367,0.195464862468301,0.0869385945641377,5,0.0874145439383536,0.0388801214627411,0.35972744238126,0.184898354504553,0.525412700438108,0.447652457512626,0.359978153262495,0.350263657731383,-0.00971449553111195,96.722143775296,4.86668240625672e-07,3.25220462528091,0.351489547846544,Inf,"Welch Two Sample t-test","greater",0.350263657731383,0.486532578975367,0.0388801214627411
"89","NIES_843","Xenic",18.7,23,"C6","X_NIES_19P",0.27902546279197,0.444408974433802,0.2337783355823,0.0993122833460105,5,0.104548850005756,0.0444138033124799,0.383574312797726,0.174476612786213,0.488822777746282,0.399995171121322,0.359978153262495,0.350263657731383,-0.00971449553111195,96.722143775296,4.86668240625672e-07,3.25220462528091,0.351489547846544,Inf,"Welch Two Sample t-test","greater",0.350263657731383,0.444408974433802,0.0444138033124799
"90","NIES_843","Xenic",18.7,24,"E3","X_NIES_19P",0.295420509911068,0.48943629828167,0.0973472367639193,0.0458601550902338,5,0.043535007765178,0.0205092848480892,0.338955517676246,0.25188550214589,0.509945583129759,0.468927013433581,0.359978153262495,0.350263657731383,-0.00971449553111195,96.722143775296,4.86668240625672e-07,3.25220462528091,0.351489547846544,Inf,"Welch Two Sample t-test","greater",0.350263657731383,0.48943629828167,0.0205092848480892
"91","NIES_843","Xenic",47.6,20,"C7","X_NIES_48P",0.151038451805938,0.468861401095353,0.246839945424313,0.0410303935913683,5,0.11039017950622,0.0183493498427742,0.261428631312159,0.040648272299718,0.487210750938128,0.450512051252579,0.383978061531731,0.374263566000619,-0.00971449553111195,38.3739698871579,0.000233212343044593,2.12591794169314,0.355906722004246,Inf,"Welch Two Sample t-test","greater",0.374263566000619,0.468861401095353,0.0183493498427742
"92","NIES_843","Xenic",47.6,23,"D3","X_NIES_48P",0.341734200898708,0.540535905818436,0.190079850994445,0.0752801826378422,5,0.0850062935953219,0.0336663211473629,0.42674049449403,0.256727907303386,0.574202226965799,0.506869584671073,0.383978061531731,0.374263566000619,-0.00971449553111195,38.3739698871579,0.000233212343044593,2.12591794169314,0.355906722004246,Inf,"Welch Two Sample t-test","greater",0.374263566000619,0.540535905818436,0.0336663211473629
"93","NIES_843","Xenic",47.6,25,"E5","X_NIES_48P",0.331640539886089,0.499797290027505,0.2195129444454,0.0585314366616759,5,0.0981691731442098,0.0261760542392461,0.429809713030299,0.233471366741879,0.525973344266752,0.473621235788259,0.383978061531731,0.374263566000619,-0.00971449553111195,38.3739698871579,0.000233212343044593,2.12591794169314,0.355906722004246,Inf,"Welch Two Sample t-test","greater",0.374263566000619,0.499797290027505,0.0261760542392461
"94","NIES_843","Xenic",100,22,"E2","X_NIES_100P",0.261380973722744,0.515052105827494,0.192972594889155,0.0600481508406636,5,0.0862999679933357,0.026854349440577,0.34768094171608,0.175081005729409,0.54190645526807,0.488197756386916,0.389365053650958,0.379650558119846,-0.00971449553111195,48.9375603708732,0.000108281872647644,2.204585956258,0.367538139275309,Inf,"Welch Two Sample t-test","greater",0.379650558119846,0.515052105827494,0.026854349440577
"95","NIES_843","Xenic",100,26,"E7","X_NIES_100P",0.364376251050195,0.566866868262285,0.19752291444781,0.0856708080757244,5,0.0883349327638356,0.0383131501089315,0.45271118381403,0.276041318286359,0.605180018371217,0.528553718153354,0.389365053650958,0.379650558119846,-0.00971449553111195,48.9375603708732,0.000108281872647644,2.204585956258,0.367538139275309,Inf,"Welch Two Sample t-test","greater",0.379650558119846,0.566866868262285,0.0383131501089315
"96","NIES_843","Xenic",100,27,"B5","X_NIES_100P",0.260432195201794,0.503521622041808,0.109253727816839,0.0645901269923379,5,0.0488597524387425,0.0288855829260423,0.309291947640536,0.211572442763051,0.53240720496785,0.474636039115766,0.389365053650958,0.379650558119846,-0.00971449553111195,48.9375603708732,0.000108281872647644,2.204585956258,0.367538139275309,Inf,"Welch Two Sample t-test","greater",0.379650558119846,0.503521622041808,0.0288855829260423
"97","NIES_843","Xenic",171.1,21,"B7","X_NIES_171P",0.312990261728463,0.553131236296148,0.196891065256438,0.0334672964444255,5,0.0880523612151483,0.0149670299745745,0.401042622943611,0.224937900513315,0.568098266270723,0.538164206321574,0.429903995845049,0.420189500313937,-0.00971449553111195,156.397192291935,2.22641143998681e-11,5.39727788645554,0.424453841688321,Inf,"Welch Two Sample t-test","greater",0.420189500313937,0.553131236296148,0.0149670299745745
"98","NIES_843","Xenic",171.1,24,"C4","X_NIES_171P",0.354618909299331,0.512076769160108,0.106984319049237,0.045196472847563,5,0.0478448419841239,0.0202124771260749,0.402463751283455,0.306774067315207,0.532289246286182,0.491864292034033,0.429903995845049,0.420189500313937,-0.00971449553111195,156.397192291935,2.22641143998681e-11,5.39727788645554,0.424453841688321,Inf,"Welch Two Sample t-test","greater",0.420189500313937,0.512076769160108,0.0202124771260749
"99","NIES_843","Xenic",171.1,27,"D3","X_NIES_171P",0.413535443473615,0.547774678283411,0.087326309427565,0.0788616640876904,5,0.0390535128208432,0.0352680083437659,0.452588956294458,0.374481930652772,0.583042686627177,0.512506669939645,0.429903995845049,0.420189500313937,-0.00971449553111195,156.397192291935,2.22641143998681e-11,5.39727788645554,0.424453841688321,Inf,"Welch Two Sample t-test","greater",0.420189500313937,0.547774678283411,0.0352680083437659
"100","NIES_843","Xenic",309.5,22,"D4","X_NIES_310P",0.36823264686924,0.518936081361654,0.0642299515804354,0.0262355738969232,5,0.0287245075850747,0.0117329053324478,0.396957154454315,0.339508139284165,0.530668986694102,0.507203176029206,0.430250278397205,0.420535782866093,-0.00971449553111195,145.046148534544,7.98030224623003e-10,4.55491384427485,0.424141572512471,Inf,"Welch Two Sample t-test","greater",0.420535782866093,0.518936081361654,0.0117329053324478
"101","NIES_843","Xenic",309.5,25,"C7","X_NIES_310P",0.367785216652998,0.529618298799362,0.10777043294113,0.0599588437880468,5,0.0481964028041898,0.0268144101124727,0.415981619457188,0.319588813848808,0.556432708911835,0.50280388868689,0.430250278397205,0.420535782866093,-0.00971449553111195,145.046148534544,7.98030224623003e-10,4.55491384427485,0.424141572512471,Inf,"Welch Two Sample t-test","greater",0.420535782866093,0.529618298799362,0.0268144101124727
"102","NIES_843","Xenic",309.5,26,"B3","X_NIES_310P",0.362256591283872,0.51032521471201,0.191680240974719,0.0245534102440715,5,0.0857220097526023,0.0109806188770367,0.447978601036474,0.276534581531269,0.521305833589047,0.499344595834973,0.430250278397205,0.420535782866093,-0.00971449553111195,145.046148534544,7.98030224623003e-10,4.55491384427485,0.424141572512471,Inf,"Welch Two Sample t-test","greater",0.420535782866093,0.51032521471201,0.0109806188770367
"103","NIES_843","Xenic",1551.6,24,"E6","X_NIES_1551P",0.402420157534547,0.520598985166483,0.115878340172456,0.0525407180684241,5,0.0518223691490912,0.0234969234375296,0.454242526683638,0.350597788385456,0.544095908604013,0.497102061728954,0.415623362316191,0.405908866785079,-0.00971449553111195,101.18513897189,1.25184957613921e-06,2.95620447038008,0.405898133070416,Inf,"Welch Two Sample t-test","greater",0.405908866785079,0.520598985166483,0.0234969234375296
"104","NIES_843","Xenic",1551.6,26,"E4","X_NIES_1551P",0.273752385057483,0.568373713880407,0.241815678928629,0.119048204239135,5,0.108143259221936,0.0532399754555969,0.381895644279418,0.165609125835547,0.621613689336004,0.51513373842481,0.415623362316191,0.405908866785079,-0.00971449553111195,101.18513897189,1.25184957613921e-06,2.95620447038008,0.405898133070416,Inf,"Welch Two Sample t-test","greater",0.405908866785079,0.568373713880407,0.0532399754555969
"105","NIES_843","Xenic",1551.6,28,"D3","X_NIES_1551P",0.321988315167664,0.512414683328682,0.238364214513642,0.0316693900122618,5,0.106599717411169,0.014162981774674,0.428588032578833,0.215388597756495,0.526577665103356,0.498251701554008,0.415623362316191,0.405908866785079,-0.00971449553111195,101.18513897189,1.25184957613921e-06,2.95620447038008,0.405898133070416,Inf,"Welch Two Sample t-test","greater",0.405908866785079,0.512414683328682,0.014162981774674
"106","NIES_843","Xenic",3030,21,"D5","X_NIES_3030P",0.277994274007231,0.523679193166562,0.18793973975923,0.0778471889154086,5,0.0840492067550515,0.0348143212544243,0.362043480762282,0.193945067252179,0.558493514420986,0.488864871912138,0.42260083092531,0.412886335394198,-0.00971449553111195,67.969147619923,3.14802425008717e-05,2.35145767398746,0.40616740637704,Inf,"Welch Two Sample t-test","greater",0.412886335394198,0.523679193166562,0.0348143212544243
"107","NIES_843","Xenic",3030,25,"B3","X_NIES_3030P",0.340307057635938,0.521290180003916,0.154851379551042,0.0432088841803766,5,0.0692516422171502,0.0193236004518475,0.409558699853088,0.271055415418788,0.540613780455764,0.501966579552069,0.42260083092531,0.412886335394198,-0.00971449553111195,67.969147619923,3.14802425008717e-05,2.35145767398746,0.40616740637704,Inf,"Welch Two Sample t-test","greater",0.412886335394198,0.521290180003916,0.0193236004518475
"108","NIES_843","Xenic",3030,28,"E6","X_NIES_3030P",0.353208789250428,0.53184505880791,0.097502109649333,0.0651644328192624,5,0.0436042690251093,0.0291424202998178,0.396813058275537,0.309604520225319,0.560987479107728,0.502702638508093,0.42260083092531,0.412886335394198,-0.00971449553111195,67.969147619923,3.14802425008717e-05,2.35145767398746,0.40616740637704,Inf,"Welch Two Sample t-test","greater",0.412886335394198,0.53184505880791,0.0291424202998178
"109","PCC_9701","Axenic",1.1,20,"B2","A_9701_1P",-0.0429068106126928,0.27984388987661,0.278742580407328,0.116838579991077,5,0.124657471602897,0.0522518014509189,0.0817506609902047,-0.16756428221559,0.332095691327528,0.227592088425691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"110","PCC_9701","Axenic",1.1,22,"E7","A_9701_1P",0.0572861385874772,0.156207236698768,0.18877579335843,0.0503553958151467,5,0.0844231012911806,0.0225196176153153,0.141709239878658,-0.0271369627037033,0.178726854314083,0.133687619083453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"111","PCC_9701","Axenic",1.1,28,"D4","A_9701_1P",0.237138054963435,0.205364345505594,0.187560565767642,0.119585053914633,5,0.0838796349909534,0.0534800619292193,0.321017689954388,0.153258419972481,0.258844407434813,0.151884283576375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"112","PCC_9701","Axenic",9.6,21,"B3","A_9701_10P",0.330070284093479,0.424247647910926,0.290071901929739,0.0803824287693346,5,0.12972409821551,0.0359481149849534,0.459794382308989,0.200346185877969,0.460195762895879,0.388299532925973,0.209742476555547,0.200027981024435,-0.00971449553111195,15.8736300370929,0.0016992120476114,2.0708251416136,0.172044948490541,Inf,"Welch Two Sample t-test","greater",0.200027981024435,0.424247647910926,0.0359481149849534
"113","PCC_9701","Axenic",9.6,23,"E5","A_9701_10P",0.191935109260614,0.37951081435601,0.165425461100845,0.112200901024356,5,0.0739805152461474,0.0501777683654371,0.265915624506762,0.117954594014467,0.429688582721447,0.329333045990573,0.209742476555547,0.200027981024435,-0.00971449553111195,15.8736300370929,0.0016992120476114,2.0708251416136,0.172044948490541,Inf,"Welch Two Sample t-test","greater",0.200027981024435,0.37951081435601,0.0501777683654371
"114","PCC_9701","Axenic",9.6,27,"D6","A_9701_10P",0.218667224161139,0.407560483989135,0.142412628681292,0.0668581382632262,5,0.0636888637171609,0.0298998684011307,0.2823560878783,0.154978360443978,0.437460352390266,0.377660615588004,0.209742476555547,0.200027981024435,-0.00971449553111195,15.8736300370929,0.0016992120476114,2.0708251416136,0.172044948490541,Inf,"Welch Two Sample t-test","greater",0.200027981024435,0.407560483989135,0.0298998684011307
"115","PCC_9701","Axenic",18.7,23,"C7","A_9701_19P",0.163703383445522,0.480114290913036,0.230213016446186,0.0784929303348549,5,0.10295439081579,0.0351031055963782,0.266657774261312,0.0607489926297323,0.515217396509414,0.445011185316658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480114290913036,0.0351031055963782
"116","PCC_9701","Axenic",18.7,24,"D2","A_9701_19P",0.133650568323,0.394998805411652,0.18814962690732,0.118421484891437,5,0.084143071141198,0.0529596980427436,0.217793639464198,0.0495074971818021,0.447958503454396,0.342039107368909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394998805411652,0.0529596980427436
"117","PCC_9701","Axenic",47.6,20,"C6","A_9701_48P",0.254012386946945,0.452433325325847,0.0612277942020999,0.125630282430753,5,0.0273819019896526,0.0561835703095321,0.281394288936598,0.226630484957293,0.508616895635379,0.396249755016315,0.322014286644025,0.312299791112913,-0.00971449553111195,61.6643054001209,2.21188946846841e-05,2.52550198526326,0.308723966739188,Inf,"Welch Two Sample t-test","greater",0.312299791112913,0.452433325325847,0.0561835703095321
"118","PCC_9701","Axenic",47.6,23,"E3","A_9701_48P",0.338158178003141,0.497763201874307,0.288834900577057,0.0622090714514222,5,0.129170894392938,0.0278207425165043,0.46732907239608,0.208987283610203,0.525583944390811,0.469942459357802,0.322014286644025,0.312299791112913,-0.00971449553111195,61.6643054001209,2.21188946846841e-05,2.52550198526326,0.308723966739188,Inf,"Welch Two Sample t-test","greater",0.312299791112913,0.497763201874307,0.0278207425165043
"119","PCC_9701","Axenic",47.6,25,"B4","A_9701_48P",0.205662904286063,0.417960016312402,0.111089424219297,0.0275646592825882,5,0.0496807008271321,0.0123272903864976,0.255343605113196,0.155982203458931,0.430287306698899,0.405632725925904,0.322014286644025,0.312299791112913,-0.00971449553111195,61.6643054001209,2.21188946846841e-05,2.52550198526326,0.308723966739188,Inf,"Welch Two Sample t-test","greater",0.312299791112913,0.417960016312402,0.0123272903864976
"120","PCC_9701","Axenic",100,22,"B2","A_9701_100P",0.104805901603296,0.541372816985466,0.221402112722862,0.141901944197839,5,0.0990140348820779,0.06346047867315,0.203819936485374,0.00579186672121838,0.604833295658616,0.477912338312316,0.328165210649917,0.318450715118805,-0.00971449553111195,48.5093297737397,8.40069622288056e-05,2.29119880724979,0.310021560583959,Inf,"Welch Two Sample t-test","greater",0.318450715118805,0.541372816985466,0.06346047867315
"121","PCC_9701","Axenic",100,26,"E6","A_9701_100P",0.359764722779318,0.576073035399456,0.115320660331678,0.156931299362565,5,0.051572967142359,0.0701818106344131,0.411337689921677,0.308191755636959,0.646254846033869,0.505891224765043,0.328165210649917,0.318450715118805,-0.00971449553111195,48.5093297737397,8.40069622288056e-05,2.29119880724979,0.310021560583959,Inf,"Welch Two Sample t-test","greater",0.318450715118805,0.576073035399456,0.0701818106344131
