Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.188,21.4,10/20/2021 10:54
,,E1,0.542,3.25,
,,B8,0.458,8.08,
,,E8,0.688,17,
SPL1,,B2,0.5,43.2,10/20/2021 10:54
SPL2,,C2,2.72,33.5,10/20/2021 10:54
SPL3,,D2,1.61,20.6,10/20/2021 10:54
SPL4,,E2,2.17,18.6,10/20/2021 10:54
SPL5,,B3,3,36,10/20/2021 10:54
SPL6,,C3,0.875,21.8,10/20/2021 10:54
SPL7,,D3,1.04,28.1,10/20/2021 10:54
SPL8,,E3,1.83,40.1,10/20/2021 10:54
SPL9,,B4,0.75,23.6,10/20/2021 10:54
SPL10,,C4,1.64,33.1,10/20/2021 10:54
SPL11,,D4,1.17,10.6,10/20/2021 10:54
SPL12,,E4,2.17,20.3,10/20/2021 10:54
SPL13,,B5,1.34,18.7,10/20/2021 10:54
SPL14,,C5,1.04,27,10/20/2021 10:54
SPL15,,D5,0.969,26.8,10/20/2021 10:54
SPL16,,E5,1.38,17.4,10/20/2021 10:54
SPL17,,B6,2.5,25.4,10/20/2021 10:54
SPL18,,C6,0.893,17,10/20/2021 10:54
SPL19,,D6,1.05,18.8,10/20/2021 10:54
SPL20,,E6,0.792,22.5,10/20/2021 10:54
SPL21,,B7,0.929,16.2,10/20/2021 10:54
SPL22,,C7,0.958,19.9,10/20/2021 10:54
SPL23,,D7,0.929,13.1,10/20/2021 10:54
SPL24,,E7,1.94,19.2,10/20/2021 10:54
