Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.65,25.6,10/22/2021 10:37
,,E1,0.583,9.4,
,,B8,0.417,15.4,
,,E8,0.65,13.5,
SPL1,,B2,3.75,42.8,10/22/2021 10:37
SPL2,,C2,3.19,33.7,10/22/2021 10:37
SPL3,,D2,1.2,28.9,10/22/2021 10:37
SPL4,,E2,1.05,34.9,10/22/2021 10:37
SPL5,,B3,3.63,41.8,10/22/2021 10:37
SPL6,,C3,4.42,29.5,10/22/2021 10:37
SPL7,,D3,4.64,33.5,10/22/2021 10:37
SPL8,,E3,1.53,29.1,10/22/2021 10:37
SPL9,,B4,1.05,29.6,10/22/2021 10:37
SPL10,,C4,1.17,17.6,10/22/2021 10:37
SPL11,,D4,3.31,40.1,10/22/2021 10:37
SPL12,,E4,3.97,43.6,10/22/2021 10:37
SPL13,,B5,5.53,60.2,10/22/2021 10:37
SPL14,,C5,3.86,48,10/22/2021 10:37
SPL15,,D5,3.75,31.3,10/22/2021 10:37
SPL16,,E5,2.19,23.6,10/22/2021 10:37
SPL17,,B6,5.31,27.2,10/22/2021 10:37
SPL18,,C6,3.97,66.4,10/22/2021 10:37
SPL19,,D6,0.786,37.7,10/22/2021 10:37
SPL20,,E6,3.03,33.4,10/22/2021 10:37
SPL21,,B7,6.19,47.8,10/22/2021 10:37
SPL22,,C7,1.36,16.8,10/22/2021 10:37
SPL23,,D7,3.86,57,10/22/2021 10:37
SPL24,,E7,0.6,39.7,10/22/2021 10:37
