Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.708,19.3,10/29/2021 12:53
,,E1,0.5,5.31,
,,B8,1.5,12,
,,E8,0.4,17.7,
SPL1,,B2,5.72,26.2,10/29/2021 12:53
SPL2,,C2,155,786,10/29/2021 12:53
SPL3,,D2,71.2,324,10/29/2021 12:53
SPL4,,E2,90.6,458,10/29/2021 12:53
SPL5,,B3,134,642,10/29/2021 12:53
SPL6,,C3,7.64,33.4,10/29/2021 12:53
SPL7,,D3,91.5,409,10/29/2021 12:53
SPL8,,E3,65.6,305,10/29/2021 12:53
SPL9,,B4,13.3,76.6,10/29/2021 12:53
SPL10,,C4,7.75,34.2,10/29/2021 12:53
SPL11,,D4,1.5,6.19,10/29/2021 12:53
SPL12,,E4,15,99.2,10/29/2021 12:53
SPL13,,B5,14.3,103,10/29/2021 12:53
SPL14,,C5,0.792,43.5,10/29/2021 12:53
SPL15,,D5,1.63,38.8,10/29/2021 12:53
SPL16,,E5,17.6,82.2,10/29/2021 12:53
SPL17,,B6,2.64,26.7,10/29/2021 12:53
SPL18,,C6,13.8,79,10/29/2021 12:53
SPL19,,D6,7.97,36.2,10/29/2021 12:53
SPL20,,E6,0.833,36.1,10/29/2021 12:53
SPL21,,B7,9.08,62.6,10/29/2021 12:53
SPL22,,C7,0.917,25.2,10/29/2021 12:53
SPL23,,D7,1.44,9.19,10/29/2021 12:53
SPL24,,E7,14.2,101,10/29/2021 12:53
