Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.75,18.6,10/26/2021 13:20
,,E1,0.5,10.4,
,,B8,0.75,32.4,
,,E8,0.8,16,
SPL1,,B2,4.09,60.3,10/26/2021 13:20
SPL2,,C2,1.36,38.8,10/26/2021 13:20
SPL3,,D2,2.13,46,10/26/2021 13:20
SPL4,,E2,1.63,38.3,10/26/2021 13:20
SPL5,,B3,1.57,36.3,10/26/2021 13:20
SPL6,,C3,2.46,19.9,10/26/2021 13:20
SPL7,,D3,2.31,7.07,10/26/2021 13:20
SPL8,,E3,2.83,52.5,10/26/2021 13:20
SPL9,,B4,0.893,22.2,10/26/2021 13:20
SPL10,,C4,0.875,24.2,10/26/2021 13:20
SPL11,,D4,0.5,10.1,10/26/2021 13:20
SPL12,,E4,1.38,33.5,10/26/2021 13:20
SPL13,,B5,0.65,23.5,10/26/2021 13:20
SPL14,,C5,0.708,19.5,10/26/2021 13:20
SPL15,,D5,2.21,42.4,10/26/2021 13:20
SPL16,,E5,1,41,10/26/2021 13:20
SPL17,,B6,17.5,119,10/26/2021 13:20
SPL18,,C6,2.84,35.8,10/26/2021 13:20
SPL19,,D6,32.9,188,10/26/2021 13:20
SPL20,,E6,1.47,29.5,10/26/2021 13:20
SPL21,,B7,39.5,260,10/26/2021 13:20
SPL22,,C7,22.7,114,10/26/2021 13:20
SPL23,,D7,41.5,241,10/26/2021 13:20
SPL24,,E7,24.4,142,10/26/2021 13:20
