Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.21,8.17,10/19/2021 14:40
,,E1,2.25,7.85,
,,B8,1.75,16.3,
,,E8,0.75,24,
SPL1,,B2,2.63,25.2,10/19/2021 14:40
SPL2,,C2,2.71,23.9,10/19/2021 14:40
SPL3,,D2,3.44,25.8,10/19/2021 14:40
SPL4,,E2,1.83,24.5,10/19/2021 14:40
SPL5,,B3,0.583,16.1,10/19/2021 14:40
SPL6,,C3,1.82,32.8,10/19/2021 14:40
SPL7,,D3,3.08,43.5,10/19/2021 14:40
SPL8,,E3,1.94,21.7,10/19/2021 14:40
SPL9,,B4,1.13,18.3,10/19/2021 14:40
SPL10,,C4,2.25,22.8,10/19/2021 14:40
SPL11,,D4,1.44,25.1,10/19/2021 14:40
SPL12,,E4,1.42,37.4,10/19/2021 14:40
SPL13,,B5,2.69,23,10/19/2021 14:40
SPL14,,C5,1.64,36.9,10/19/2021 14:40
SPL15,,D5,1.75,22.6,10/19/2021 14:40
SPL16,,E5,1.67,31.3,10/19/2021 14:40
SPL17,,B6,1,20.4,10/19/2021 14:40
SPL18,,C6,1.54,24.1,10/19/2021 14:40
SPL19,,D6,0.875,28.6,10/19/2021 14:40
SPL20,,E6,2.19,34.5,10/19/2021 14:40
SPL21,,B7,1.95,18.1,10/19/2021 14:40
SPL22,,C7,2.31,25.8,10/19/2021 14:40
SPL23,,D7,2.45,28.9,10/19/2021 14:40
SPL24,,E7,1.92,19,10/19/2021 14:40
