Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.542,14.8,10/26/2021 13:26
,,E1,0.188,14.1,
,,B8,0.625,15.4,
,,E8,0.5,9.71,
SPL1,,B2,18.9,128,10/26/2021 13:26
SPL2,,C2,26.9,135,10/26/2021 13:26
SPL3,,D2,14.1,78.3,10/26/2021 13:26
SPL4,,E2,2.19,27.4,10/26/2021 13:26
SPL5,,B3,29.9,205,10/26/2021 13:26
SPL6,,C3,17.1,99.8,10/26/2021 13:26
SPL7,,D3,2.04,24,10/26/2021 13:26
SPL8,,E3,25.7,163,10/26/2021 13:26
SPL9,,B4,1.41,27.9,10/26/2021 13:26
SPL10,,C4,31.3,191,10/26/2021 13:26
SPL11,,D4,35.8,256,10/26/2021 13:26
SPL12,,E4,21.3,125,10/26/2021 13:26
SPL13,,B5,2.11,27.5,10/26/2021 13:26
SPL14,,C5,24.5,151,10/26/2021 13:26
SPL15,,D5,22.1,127,10/26/2021 13:26
SPL16,,E5,15.3,113,10/26/2021 13:26
SPL17,,B6,2.1,22.9,10/26/2021 13:26
SPL18,,C6,0.333,23.7,10/26/2021 13:26
SPL19,,D6,1.42,13.5,10/26/2021 13:26
SPL20,,E6,4.92,37.4,10/26/2021 13:26
SPL21,,B7,4.03,46.2,10/26/2021 13:26
SPL22,,C7,1.08,18.6,10/26/2021 13:26
SPL23,,D7,0.417,23.2,10/26/2021 13:26
SPL24,,E7,1.55,13.6,10/26/2021 13:26
