Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.125,10.3,11/5/2021 10:37
,,E1,0.464,11.5,
,,B8,0.85,12.9,
,,E8,0.25,15.9,
SPL1,,B2,0.292,24.5,11/5/2021 10:37
SPL2,,C2,11.8,51.1,11/5/2021 10:37
SPL3,,D2,9.78,117,11/5/2021 10:37
SPL4,,E2,3.44,73.8,11/5/2021 10:37
SPL5,,B3,0.964,9.9,11/5/2021 10:37
SPL6,,C3,6.33,71.1,11/5/2021 10:37
SPL7,,D3,0.583,21.5,11/5/2021 10:37
SPL8,,E3,10.9,44.4,11/5/2021 10:37
SPL9,,B4,870,3009,11/5/2021 10:37
SPL10,,C4,85.1,407,11/5/2021 10:37
SPL11,,D4,1183,5641,11/5/2021 10:37
SPL12,,E4,737,3532,11/5/2021 10:37
SPL13,,B5,355,2290,11/5/2021 10:37
SPL14,,C5,1214,6061,11/5/2021 10:37
SPL15,,D5,236,1170,11/5/2021 10:37
SPL16,,E5,1251,5880,11/5/2021 10:37
SPL17,,B6,1.25,30.4,11/5/2021 10:37
SPL18,,C6,0.5,16,11/5/2021 10:37
SPL19,,D6,1.07,22.1,11/5/2021 10:37
SPL20,,E6,0.571,16.8,11/5/2021 10:37
SPL21,,B7,1.53,20.6,11/5/2021 10:37
SPL22,,C7,1.55,23.7,11/5/2021 10:37
SPL23,,D7,0.25,24.1,11/5/2021 10:37
SPL24,,E7,0.714,13.3,11/5/2021 10:37
