Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.917,10.3,10/26/2021 13:04
,,E1,1.06,16.6,
,,B8,0.25,19.4,
,,E8,0.188,15.1,
SPL1,,B2,2.75,35.1,10/26/2021 13:04
SPL2,,C2,38.1,262,10/26/2021 13:04
SPL3,,D2,16.4,91.1,10/26/2021 13:04
SPL4,,E2,21.5,126,10/26/2021 13:04
SPL5,,B3,34,246,10/26/2021 13:04
SPL6,,C3,1.53,28.8,10/26/2021 13:04
SPL7,,D3,22.4,125,10/26/2021 13:04
SPL8,,E3,21,120,10/26/2021 13:04
SPL9,,B4,3.42,27.7,10/26/2021 13:04
SPL10,,C4,3,25.5,10/26/2021 13:04
SPL11,,D4,0.625,28.9,10/26/2021 13:04
SPL12,,E4,4.64,48.9,10/26/2021 13:04
SPL13,,B5,4.19,35,10/26/2021 13:04
SPL14,,C5,0.875,12.4,10/26/2021 13:04
SPL15,,D5,0.167,18.3,10/26/2021 13:04
SPL16,,E5,4.42,42.8,10/26/2021 13:04
SPL17,,B6,1.64,13.6,10/26/2021 13:04
SPL18,,C6,3.31,36,10/26/2021 13:04
SPL19,,D6,2.42,28.1,10/26/2021 13:04
SPL20,,E6,0.688,21.6,10/26/2021 13:04
SPL21,,B7,4,27,10/26/2021 13:04
SPL22,,C7,0.333,18.2,10/26/2021 13:04
SPL23,,D7,0.65,20.7,10/26/2021 13:04
SPL24,,E7,5.97,29,10/26/2021 13:04
