Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.781,7,11/5/2021 10:46
,,E1,0.25,17.1,
,,B8,0.5,17.2,
,,E8,0.3,14.9,
SPL1,,B2,1.46,117,11/5/2021 10:46
SPL2,,C2,3.22,176,11/5/2021 10:46
SPL3,,D2,0.889,124,11/5/2021 10:46
SPL4,,E2,23.3,240,11/5/2021 10:46
SPL5,,B3,6.56,143,11/5/2021 10:46
SPL6,,C3,6.56,208,11/5/2021 10:46
SPL7,,D3,36.2,269,11/5/2021 10:46
SPL8,,E3,5,186,11/5/2021 10:46
SPL9,,B4,113,608,11/5/2021 10:46
SPL10,,C4,1138,5120,11/5/2021 10:46
SPL11,,D4,1050,5148,11/5/2021 10:46
SPL12,,E4,583,3239,11/5/2021 10:46
SPL13,,B5,255,1435,11/5/2021 10:46
SPL14,,C5,1225,6051,11/5/2021 10:46
SPL15,,D5,677,3408,11/5/2021 10:46
SPL16,,E5,593,2466,11/5/2021 10:46
SPL17,,B6,122,671,11/5/2021 10:46
SPL18,,C6,0.625,12.4,11/5/2021 10:46
SPL19,,D6,61.8,340,11/5/2021 10:46
SPL20,,E6,31.8,461,11/5/2021 10:46
SPL21,,B7,65.4,633,11/5/2021 10:46
SPL22,,C7,0.7,37.8,11/5/2021 10:46
SPL23,,D7,45.8,309,11/5/2021 10:46
SPL24,,E7,0.333,21.7,11/5/2021 10:46
