Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.25,17.3,11/4/2021 11:35
,,E1,1.44,24,
,,B8,1.57,10.1,
,,E8,1.13,14.6,
SPL1,,B2,506,3012,11/4/2021 11:35
SPL2,,C2,521,2553,11/4/2021 11:35
SPL3,,D2,149,730,11/4/2021 11:35
SPL4,,E2,925,4754,11/4/2021 11:35
SPL5,,B3,328,1986,11/4/2021 11:35
SPL6,,C3,57.5,280,11/4/2021 11:35
SPL7,,D3,701,3315,11/4/2021 11:35
SPL8,,E3,781,3731,11/4/2021 11:35
SPL9,,B4,14,75.3,11/4/2021 11:35
SPL10,,C4,3.64,15.3,11/4/2021 11:35
SPL11,,D4,1.2,6.75,11/4/2021 11:35
SPL12,,E4,4.21,20.7,11/4/2021 11:35
SPL13,,B5,4.91,74.3,11/4/2021 11:35
SPL14,,C5,2.25,21.2,11/4/2021 11:35
SPL15,,D5,18.1,126,11/4/2021 11:35
SPL16,,E5,1.58,15.8,11/4/2021 11:35
SPL17,,B6,1.71,40.3,11/4/2021 11:35
SPL18,,C6,1.75,26.4,11/4/2021 11:35
SPL19,,D6,0.75,25.9,11/4/2021 11:35
SPL20,,E6,1.92,45.5,11/4/2021 11:35
SPL21,,B7,0.583,24.8,11/4/2021 11:35
SPL22,,C7,1.92,33.6,11/4/2021 11:35
SPL23,,D7,9.19,44.7,11/4/2021 11:35
SPL24,,E7,3.28,59,11/4/2021 11:35
