Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.25,18.9,10/21/2021 10:44
,,E1,0.75,18.9,
,,B8,0.429,17.8,
,,E8,0.417,18.1,
SPL1,,B2,0.917,20.3,10/21/2021 10:44
SPL2,,C2,1.09,12.8,10/21/2021 10:44
SPL3,,D2,1.45,11.1,10/21/2021 10:44
SPL4,,E2,2.82,35.9,10/21/2021 10:44
SPL5,,B3,0.429,10.9,10/21/2021 10:44
SPL6,,C3,0.563,19.3,10/21/2021 10:44
SPL7,,D3,0.75,27,10/21/2021 10:44
SPL8,,E3,1.05,34.6,10/21/2021 10:44
SPL9,,B4,2,31.7,10/21/2021 10:44
SPL10,,C4,0.643,26.5,10/21/2021 10:44
SPL11,,D4,3.96,36.5,10/21/2021 10:44
SPL12,,E4,5.11,28.5,10/21/2021 10:44
SPL13,,B5,2.33,15,10/21/2021 10:44
SPL14,,C5,4.16,38.3,10/21/2021 10:44
SPL15,,D5,0.679,21,10/21/2021 10:44
SPL16,,E5,3,22.3,10/21/2021 10:44
SPL17,,B6,0.667,26.5,10/21/2021 10:44
SPL18,,C6,2.91,24.1,10/21/2021 10:44
SPL19,,D6,3.42,24.3,10/21/2021 10:44
SPL20,,E6,0.5,24.8,10/21/2021 10:44
SPL21,,B7,0.938,32.2,10/21/2021 10:44
SPL22,,C7,1.2,23.8,10/21/2021 10:44
SPL23,,D7,1,42.6,10/21/2021 10:44
SPL24,,E7,1.19,16.4,10/21/2021 10:44
