Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.5,12.6,10/29/2021 13:03
,,E1,0.35,11.8,
,,B8,0.833,10.3,
,,E8,0.542,21.2,
SPL1,,B2,10.3,63,10/29/2021 13:03
SPL2,,C2,11.7,79.6,10/29/2021 13:03
SPL3,,D2,0.5,28.1,10/29/2021 13:03
SPL4,,E2,?????,25.8,10/29/2021 13:03
SPL5,,B3,21.1,95.1,10/29/2021 13:03
SPL6,,C3,15.6,76.3,10/29/2021 13:03
SPL7,,D3,16.6,117,10/29/2021 13:03
SPL8,,E3,0.5,23.7,10/29/2021 13:03
SPL9,,B4,42.3,205,10/29/2021 13:03
SPL10,,C4,5,44.9,10/29/2021 13:03
SPL11,,D4,60.4,285,10/29/2021 13:03
SPL12,,E4,84.9,403,10/29/2021 13:03
SPL13,,B5,122,650,10/29/2021 13:03
SPL14,,C5,4.22,28.3,10/29/2021 13:03
SPL15,,D5,87,436,10/29/2021 13:03
SPL16,,E5,108,581,10/29/2021 13:03
SPL17,,B6,66,326,10/29/2021 13:03
SPL18,,C6,74.8,383,10/29/2021 13:03
SPL19,,D6,7,39.8,10/29/2021 13:03
SPL20,,E6,196,1069,10/29/2021 13:03
SPL21,,B7,6.33,38,10/29/2021 13:03
SPL22,,C7,134,699,10/29/2021 13:03
SPL23,,D7,91.6,524,10/29/2021 13:03
SPL24,,E7,86.6,439,10/29/2021 13:03
