Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.167,16.5,11/1/2021 13:35
,,E1,0.643,15.3,
,,B8,0.333,26.3,
,,E8,0.875,4.69,
SPL1,,B2,2.53,36.8,11/1/2021 13:35
SPL2,,C2,2.44,36.9,11/1/2021 13:35
SPL3,,D2,1.44,41.4,11/1/2021 13:35
SPL4,,E2,0.563,31.9,11/1/2021 13:35
SPL5,,B3,1,27.6,11/1/2021 13:35
SPL6,,C3,2.53,39.6,11/1/2021 13:35
SPL7,,D3,1.41,39,11/1/2021 13:35
SPL8,,E3,0.972,66,11/1/2021 13:35
SPL9,,B4,2.83,28.6,11/1/2021 13:35
SPL10,,C4,0.85,21.1,11/1/2021 13:35
SPL11,,D4,1,11.5,11/1/2021 13:35
SPL12,,E4,0.55,20.3,11/1/2021 13:35
SPL13,,B5,2,33.6,11/1/2021 13:35
SPL14,,C5,1.88,41.3,11/1/2021 13:35
SPL15,,D5,1.81,9.75,11/1/2021 13:35
SPL16,,E5,1.2,23.1,11/1/2021 13:35
SPL17,,B6,155,804,11/1/2021 13:35
SPL18,,C6,32,170,11/1/2021 13:35
SPL19,,D6,292,1586,11/1/2021 13:35
SPL20,,E6,13.1,52.2,11/1/2021 13:35
SPL21,,B7,389,1851,11/1/2021 13:35
SPL22,,C7,182,782,11/1/2021 13:35
SPL23,,D7,399,2014,11/1/2021 13:35
SPL24,,E7,255,1366,11/1/2021 13:35
