Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.375,8.79,10/26/2021 13:10
,,E1,0.9,25.4,
,,B8,0,16.4,
,,E8,0.25,16,
SPL1,,B2,4.08,21.6,10/26/2021 13:10
SPL2,,C2,4.19,47.8,10/26/2021 13:10
SPL3,,D2,0.125,12.3,10/26/2021 13:10
SPL4,,E2,0.5,22.3,10/26/2021 13:10
SPL5,,B3,6.97,58.4,10/26/2021 13:10
SPL6,,C3,3.97,26,10/26/2021 13:10
SPL7,,D3,3.75,48.2,10/26/2021 13:10
SPL8,,E3,0.958,32.6,10/26/2021 13:10
SPL9,,B4,11.3,68.8,10/26/2021 13:10
SPL10,,C4,1.29,25,10/26/2021 13:10
SPL11,,D4,20.2,81.8,10/26/2021 13:10
SPL12,,E4,21,93.1,10/26/2021 13:10
SPL13,,B5,26.4,194,10/26/2021 13:10
SPL14,,C5,1.64,36.4,10/26/2021 13:10
SPL15,,D5,25.4,139,10/26/2021 13:10
SPL16,,E5,30,188,10/26/2021 13:10
SPL17,,B6,20,138,10/26/2021 13:10
SPL18,,C6,21.9,127,10/26/2021 13:10
SPL19,,D6,2.64,26.8,10/26/2021 13:10
SPL20,,E6,37.6,242,10/26/2021 13:10
SPL21,,B7,1.97,39,10/26/2021 13:10
SPL22,,C7,36.6,263,10/26/2021 13:10
SPL23,,D7,31.1,184,10/26/2021 13:10
SPL24,,E7,23.9,126,10/26/2021 13:10
