Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.833,20.5,10/25/2021 13:44
,,E1,0.75,9,
,,B8,0.95,17.5,
,,E8,0.167,40.4,
SPL1,,B2,13.8,110,10/25/2021 13:44
SPL2,,C2,11,68.2,10/25/2021 13:44
SPL3,,D2,1,17.5,10/25/2021 13:44
SPL4,,E2,1.17,11.4,10/25/2021 13:44
SPL5,,B3,13.1,87.8,10/25/2021 13:44
SPL6,,C3,18.2,93.7,10/25/2021 13:44
SPL7,,D3,14,113,10/25/2021 13:44
SPL8,,E3,4.64,36.5,10/25/2021 13:44
SPL9,,B4,1.86,21.9,10/25/2021 13:44
SPL10,,C4,1.86,10.9,10/25/2021 13:44
SPL11,,D4,0.821,37.8,10/25/2021 13:44
SPL12,,E4,1.96,24.6,10/25/2021 13:44
SPL13,,B5,1.83,45.7,10/25/2021 13:44
SPL14,,C5,4.69,39.9,10/25/2021 13:44
SPL15,,D5,2.31,42.3,10/25/2021 13:44
SPL16,,E5,2.38,42.8,10/25/2021 13:44
SPL17,,B6,17.5,149,10/25/2021 13:44
SPL18,,C6,17.1,134,10/25/2021 13:44
SPL19,,D6,1.29,22.9,10/25/2021 13:44
SPL20,,E6,11.8,60.5,10/25/2021 13:44
SPL21,,B7,21.5,181,10/25/2021 13:44
SPL22,,C7,6.86,55.9,10/25/2021 13:44
SPL23,,D7,12,66.4,10/25/2021 13:44
SPL24,,E7,1.31,24.6,10/25/2021 13:44
