Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.38,40.6,10/19/2021 15:25
,,E1,0.4,24.2,
,,B8,1.38,21.5,
,,E8,0.429,22.4,
SPL1,,B2,1.5,23.3,10/19/2021 15:25
SPL2,,C2,1.54,11.3,10/19/2021 15:25
SPL3,,D2,1.42,32.1,10/19/2021 15:25
SPL4,,E2,1.4,20.6,10/19/2021 15:25
SPL5,,B3,2.75,30.8,10/19/2021 15:25
SPL6,,C3,1.84,30.3,10/19/2021 15:25
SPL7,,D3,2.08,13.9,10/19/2021 15:25
SPL8,,E3,2.32,18.3,10/19/2021 15:25
SPL9,,B4,2.8,29.6,10/19/2021 15:25
SPL10,,C4,2.53,25.1,10/19/2021 15:25
SPL11,,D4,1.63,14.4,10/19/2021 15:25
SPL12,,E4,0.292,17.2,10/19/2021 15:25
SPL13,,B5,1.54,23.9,10/19/2021 15:25
SPL14,,C5,2.5,11.6,10/19/2021 15:25
SPL15,,D5,2.31,25.4,10/19/2021 15:25
SPL16,,E5,0.714,24.1,10/19/2021 15:25
SPL17,,B6,1.46,11.7,10/19/2021 15:25
SPL18,,C6,1.5,24.9,10/19/2021 15:25
SPL19,,D6,1.19,13.8,10/19/2021 15:25
SPL20,,E6,2.39,16,10/19/2021 15:25
SPL21,,B7,1.36,23.8,10/19/2021 15:25
SPL22,,C7,1.94,24.4,10/19/2021 15:25
SPL23,,D7,1.5,22.1,10/19/2021 15:25
SPL24,,E7,1.65,16.8,10/19/2021 15:25
