Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.375,17.6,10/20/2021 10:21
,,E1,0.464,7.5,
,,B8,0.313,11.8,
,,E8,0.375,11.5,
SPL1,,B2,0.35,19.2,10/20/2021 10:21
SPL2,,C2,1.32,13.9,10/20/2021 10:21
SPL3,,D2,1.56,16.4,10/20/2021 10:21
SPL4,,E2,2.56,25,10/20/2021 10:21
SPL5,,B3,0.688,26.3,10/20/2021 10:21
SPL6,,C3,0.75,17,10/20/2021 10:21
SPL7,,D3,1.38,19.1,10/20/2021 10:21
SPL8,,E3,0.25,15.9,10/20/2021 10:21
SPL9,,B4,1.22,10.8,10/20/2021 10:21
SPL10,,C4,0.536,32.2,10/20/2021 10:21
SPL11,,D4,2.94,38.4,10/20/2021 10:21
SPL12,,E4,3.18,36.3,10/20/2021 10:21
SPL13,,B5,0.969,35.4,10/20/2021 10:21
SPL14,,C5,1.56,47.1,10/20/2021 10:21
SPL15,,D5,0.6,24.3,10/20/2021 10:21
SPL16,,E5,2.44,39.2,10/20/2021 10:21
SPL17,,B6,0.607,30.3,10/20/2021 10:21
SPL18,,C6,2,26,10/20/2021 10:21
SPL19,,D6,1.21,37.5,10/20/2021 10:21
SPL20,,E6,0.95,22.5,10/20/2021 10:21
SPL21,,B7,0.6,30.3,10/20/2021 10:21
SPL22,,C7,1.54,32.3,10/20/2021 10:21
SPL23,,D7,1.64,25.7,10/20/2021 10:21
SPL24,,E7,0.75,34.6,10/20/2021 10:21
