Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.75,25.3,10/31/2021 12:51
,,E1,1.13,10,
,,B8,0.375,13.8,
,,E8,0.438,6.45,
SPL1,,B2,7.83,61.4,10/31/2021 12:51
SPL2,,C2,290,1324,10/31/2021 12:51
SPL3,,D2,157,740,10/31/2021 12:51
SPL4,,E2,188,1058,10/31/2021 12:51
SPL5,,B3,280,1385,10/31/2021 12:51
SPL6,,C3,13.4,66.9,10/31/2021 12:51
SPL7,,D3,190,1067,10/31/2021 12:51
SPL8,,E3,118,533,10/31/2021 12:51
SPL9,,B4,29.2,138,10/31/2021 12:51
SPL10,,C4,15.3,69.3,10/31/2021 12:51
SPL11,,D4,1.58,12.1,10/31/2021 12:51
SPL12,,E4,25.2,179,10/31/2021 12:51
SPL13,,B5,37.1,211,10/31/2021 12:51
SPL14,,C5,0.708,15.8,10/31/2021 12:51
SPL15,,D5,1.1,28.5,10/31/2021 12:51
SPL16,,E5,36.1,202,10/31/2021 12:51
SPL17,,B6,8.39,44.3,10/31/2021 12:51
SPL18,,C6,7.94,76.9,10/31/2021 12:51
SPL19,,D6,14.9,81.2,10/31/2021 12:51
SPL20,,E6,0.85,7.1,10/31/2021 12:51
SPL21,,B7,14.8,142,10/31/2021 12:51
SPL22,,C7,1.31,21.4,10/31/2021 12:51
SPL23,,D7,0.417,1.75,10/31/2021 12:51
SPL24,,E7,11.8,80.7,10/31/2021 12:51
