Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.69,6.46,11/4/2021 11:20
,,E1,1.13,6,
,,B8,1.65,9.38,
,,E8,1.15,10.3,
SPL1,,B2,5.92,36.8,11/4/2021 11:20
SPL2,,C2,2.19,70.6,11/4/2021 11:20
SPL3,,D2,2.31,31.3,11/4/2021 11:20
SPL4,,E2,1.5,47.4,11/4/2021 11:20
SPL5,,B3,1.95,43.3,11/4/2021 11:20
SPL6,,C3,3.69,31.1,11/4/2021 11:20
SPL7,,D3,3.58,34.9,11/4/2021 11:20
SPL8,,E3,5.28,23.9,11/4/2021 11:20
SPL9,,B4,4.14,16.9,11/4/2021 11:20
SPL10,,C4,1.75,20.6,11/4/2021 11:20
SPL11,,D4,1.1,31,11/4/2021 11:20
SPL12,,E4,1.05,7.95,11/4/2021 11:20
SPL13,,B5,3.55,38.6,11/4/2021 11:20
SPL14,,C5,1.88,35.5,11/4/2021 11:20
SPL15,,D5,1.15,28.8,11/4/2021 11:20
SPL16,,E5,1.96,19.6,11/4/2021 11:20
SPL17,,B6,431,2306,11/4/2021 11:20
SPL18,,C6,155,938,11/4/2021 11:20
SPL19,,D6,913,4645,11/4/2021 11:20
SPL20,,E6,55.8,223,11/4/2021 11:20
SPL21,,B7,946,4421,11/4/2021 11:20
SPL22,,C7,530,2456,11/4/2021 11:20
SPL23,,D7,801,3748,11/4/2021 11:20
SPL24,,E7,734,3220,11/4/2021 11:20
