Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.875,14.1,10/26/2021 13:41
,,E1,0.7,8.75,
,,B8,0.25,8.61,
,,E8,0.833,8.6,
SPL1,,B2,1.04,21.3,10/26/2021 13:41
SPL2,,C2,1.84,28.3,10/26/2021 13:41
SPL3,,D2,1.32,25.8,10/26/2021 13:41
SPL4,,E2,1.25,28.8,10/26/2021 13:41
SPL5,,B3,0.75,10.5,10/26/2021 13:41
SPL6,,C3,1.05,24.4,10/26/2021 13:41
SPL7,,D3,0.625,15.3,10/26/2021 13:41
SPL8,,E3,1.8,16.3,10/26/2021 13:41
SPL9,,B4,28.5,166,10/26/2021 13:41
SPL10,,C4,21.2,139,10/26/2021 13:41
SPL11,,D4,16.7,86.2,10/26/2021 13:41
SPL12,,E4,30.5,243,10/26/2021 13:41
SPL13,,B5,28.4,158,10/26/2021 13:41
SPL14,,C5,15.4,109,10/26/2021 13:41
SPL15,,D5,2.58,19.6,10/26/2021 13:41
SPL16,,E5,2.75,18,10/26/2021 13:41
SPL17,,B6,20.7,104,10/26/2021 13:41
SPL18,,C6,11.6,75.8,10/26/2021 13:41
SPL19,,D6,20.9,128,10/26/2021 13:41
SPL20,,E6,1.71,19.4,10/26/2021 13:41
SPL21,,B7,29.4,237,10/26/2021 13:41
SPL22,,C7,25.2,171,10/26/2021 13:41
SPL23,,D7,0.857,14.6,10/26/2021 13:41
SPL24,,E7,27.7,182,10/26/2021 13:41
