Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.469,12,11/1/2021 13:45
,,E1,0.4,4,
,,B8,0.25,15.8,
,,E8,0.5,29.1,
SPL1,,B2,1.16,139,11/1/2021 13:45
SPL2,,C2,8.83,215,11/1/2021 13:45
SPL3,,D2,2,151,11/1/2021 13:45
SPL4,,E2,17.2,98.6,11/1/2021 13:45
SPL5,,B3,10.2,201,11/1/2021 13:45
SPL6,,C3,17.8,314,11/1/2021 13:45
SPL7,,D3,9.06,48.1,11/1/2021 13:45
SPL8,,E3,9.06,165,11/1/2021 13:45
SPL9,,B4,14.1,76,11/1/2021 13:45
SPL10,,C4,365,1773,11/1/2021 13:45
SPL11,,D4,432,1985,11/1/2021 13:45
SPL12,,E4,248,1419,11/1/2021 13:45
SPL13,,B5,29.9,166,11/1/2021 13:45
SPL14,,C5,317,1774,11/1/2021 13:45
SPL15,,D5,194,1005,11/1/2021 13:45
SPL16,,E5,166,859,11/1/2021 13:45
SPL17,,B6,16.9,107,11/1/2021 13:45
SPL18,,C6,0.667,27,11/1/2021 13:45
SPL19,,D6,12.8,78.3,11/1/2021 13:45
SPL20,,E6,44.2,293,11/1/2021 13:45
SPL21,,B7,45.3,233,11/1/2021 13:45
SPL22,,C7,0.821,15,11/1/2021 13:45
SPL23,,D7,11.9,76.8,11/1/2021 13:45
SPL24,,E7,0.333,4.45,11/1/2021 13:45
