Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.17,21.8,11/4/2021 11:15
,,E1,1.65,15.7,
,,B8,0.583,10.8,
,,E8,1.55,22.2,
SPL1,,B2,1.29,14.4,11/4/2021 11:15
SPL2,,C2,7.47,25,11/4/2021 11:15
SPL3,,D2,13,170,11/4/2021 11:15
SPL4,,E2,5,70,11/4/2021 11:15
SPL5,,B3,1,11.4,11/4/2021 11:15
SPL6,,C3,9.81,54,11/4/2021 11:15
SPL7,,D3,0.833,17.6,11/4/2021 11:15
SPL8,,E3,6.47,55.5,11/4/2021 11:15
SPL9,,B4,566,2937,11/4/2021 11:15
SPL10,,C4,57.6,317,11/4/2021 11:15
SPL11,,D4,978,4508,11/4/2021 11:15
SPL12,,E4,552,2734,11/4/2021 11:15
SPL13,,B5,309,2147,11/4/2021 11:15
SPL14,,C5,1040,4982,11/4/2021 11:15
SPL15,,D5,153,775,11/4/2021 11:15
SPL16,,E5,923,4586,11/4/2021 11:15
SPL17,,B6,1.29,27.7,11/4/2021 11:15
SPL18,,C6,0.688,13.6,11/4/2021 11:15
SPL19,,D6,1,12.1,11/4/2021 11:15
SPL20,,E6,1.7,15.9,11/4/2021 11:15
SPL21,,B7,2.85,13.4,11/4/2021 11:15
SPL22,,C7,1.8,42.9,11/4/2021 11:15
SPL23,,D7,1.58,5.88,11/4/2021 11:15
SPL24,,E7,0.75,11.9,11/4/2021 11:15
