Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.4,15.4,10/30/2021 11:14
,,E1,0.35,16.1,
,,B8,0.625,5.44,
,,E8,0.357,7.38,
SPL1,,B2,6,45.1,10/30/2021 11:14
SPL2,,C2,206,993,10/30/2021 11:14
SPL3,,D2,99.6,492,10/30/2021 11:14
SPL4,,E2,123,732,10/30/2021 11:14
SPL5,,B3,193,1014,10/30/2021 11:14
SPL6,,C3,8.89,42,10/30/2021 11:14
SPL7,,D3,128,597,10/30/2021 11:14
SPL8,,E3,84.7,420,10/30/2021 11:14
SPL9,,B4,18.9,113,10/30/2021 11:14
SPL10,,C4,9,82.6,10/30/2021 11:14
SPL11,,D4,0.188,9.5,10/30/2021 11:14
SPL12,,E4,19.7,132,10/30/2021 11:14
SPL13,,B5,20,127,10/30/2021 11:14
SPL14,,C5,0.25,15.2,10/30/2021 11:14
SPL15,,D5,0.688,22,10/30/2021 11:14
SPL16,,E5,20.8,101,10/30/2021 11:14
SPL17,,B6,5.11,25.2,10/30/2021 11:14
SPL18,,C6,14.8,75.5,10/30/2021 11:14
SPL19,,D6,12.1,44.9,10/30/2021 11:14
SPL20,,E6,0.607,29,10/30/2021 11:14
SPL21,,B7,9.78,78,10/30/2021 11:14
SPL22,,C7,1.5,14.3,10/30/2021 11:14
SPL23,,D7,0.85,25.6,10/30/2021 11:14
SPL24,,E7,15.6,62.3,10/30/2021 11:14
