Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.286,20,10/21/2021 10:49
,,E1,0.3,4.67,
,,B8,0.45,7.71,
,,E8,0.464,4.63,
SPL1,,B2,1.86,8.33,10/21/2021 10:49
SPL2,,C2,0.893,25.6,10/21/2021 10:49
SPL3,,D2,1.5,56.4,10/21/2021 10:49
SPL4,,E2,0.438,20.4,10/21/2021 10:49
SPL5,,B3,3.64,16.8,10/21/2021 10:49
SPL6,,C3,1,17.9,10/21/2021 10:49
SPL7,,D3,1.44,24.5,10/21/2021 10:49
SPL8,,E3,0.429,15.8,10/21/2021 10:49
SPL9,,B4,1.08,20.9,10/21/2021 10:49
SPL10,,C4,1.19,22.8,10/21/2021 10:49
SPL11,,D4,2.97,16.2,10/21/2021 10:49
SPL12,,E4,2.53,20.2,10/21/2021 10:49
SPL13,,B5,3.19,31.3,10/21/2021 10:49
SPL14,,C5,1.03,28.8,10/21/2021 10:49
SPL15,,D5,2.53,18.8,10/21/2021 10:49
SPL16,,E5,3.75,27.1,10/21/2021 10:49
SPL17,,B6,2.06,26.2,10/21/2021 10:49
SPL18,,C6,3.08,26.4,10/21/2021 10:49
SPL19,,D6,0.714,22.4,10/21/2021 10:49
SPL20,,E6,3.08,31.5,10/21/2021 10:49
SPL21,,B7,1.36,39.3,10/21/2021 10:49
SPL22,,C7,3.64,23.4,10/21/2021 10:49
SPL23,,D7,4.53,25.9,10/21/2021 10:49
SPL24,,E7,2.31,22.9,10/21/2021 10:49
