Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.875,12.4,11/8/2021 14:38
,,E1,1.07,13.4,
,,B8,0.625,32.8,
,,E8,1.25,22.9,
SPL1,,B2,320,1663,11/8/2021 14:38
SPL2,,C2,498,5011,11/8/2021 14:38
SPL3,,D2,47.3,4726,11/8/2021 14:38
SPL4,,E2,1065,8142,11/8/2021 14:38
SPL5,,B3,635,4884,11/8/2021 14:38
SPL6,,C3,763,4025,11/8/2021 14:38
SPL7,,D3,25.7,5261,11/8/2021 14:38
SPL8,,E3,1770,7838,11/8/2021 14:38
SPL9,,B4,2.5,365,11/8/2021 14:38
SPL10,,C4,51.7,738,11/8/2021 14:38
SPL11,,D4,1.68,23.5,11/8/2021 14:38
SPL12,,E4,13.8,309,11/8/2021 14:38
SPL13,,B5,21.8,478,11/8/2021 14:38
SPL14,,C5,4.36,34.1,11/8/2021 14:38
SPL15,,D5,1,23.3,11/8/2021 14:38
SPL16,,E5,9.36,501,11/8/2021 14:38
SPL17,,B6,5.14,135,11/8/2021 14:38
SPL18,,C6,2.1,72.4,11/8/2021 14:38
SPL19,,D6,3.19,88.2,11/8/2021 14:38
SPL20,,E6,1.61,21.9,11/8/2021 14:38
SPL21,,B7,4.14,100,11/8/2021 14:38
SPL22,,C7,3.5,10.8,11/8/2021 14:38
SPL23,,D7,1.79,42,11/8/2021 14:38
SPL24,,E7,4.25,71,11/8/2021 14:38
