Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.2,10.4,11/2/2021 10:40
,,E1,0.3,19.9,
,,B8,0.25,1,
,,E8,0.583,11.6,
SPL1,,B2,1.05,14.8,11/2/2021 10:40
SPL2,,C2,0.964,25.1,11/2/2021 10:40
SPL3,,D2,1.5,26.6,11/2/2021 10:40
SPL4,,E2,1.5,6.75,11/2/2021 10:40
SPL5,,B3,1.36,22.2,11/2/2021 10:40
SPL6,,C3,0.792,21.6,11/2/2021 10:40
SPL7,,D3,0.4,12.3,11/2/2021 10:40
SPL8,,E3,2.07,16.1,11/2/2021 10:40
SPL9,,B4,8.69,186,11/2/2021 10:40
SPL10,,C4,0.813,140,11/2/2021 10:40
SPL11,,D4,16.5,321,11/2/2021 10:40
SPL12,,E4,7.58,191,11/2/2021 10:40
SPL13,,B5,7.69,277,11/2/2021 10:40
SPL14,,C5,1.1,165,11/2/2021 10:40
SPL15,,D5,25.9,108,11/2/2021 10:40
SPL16,,E5,43.5,206,11/2/2021 10:40
SPL17,,B6,251,1104,11/2/2021 10:40
SPL18,,C6,185,964,11/2/2021 10:40
SPL19,,D6,191,1384,11/2/2021 10:40
SPL20,,E6,15.4,79.6,11/2/2021 10:40
SPL21,,B7,263,1728,11/2/2021 10:40
SPL22,,C7,272,1886,11/2/2021 10:40
SPL23,,D7,22.8,86.7,11/2/2021 10:40
SPL24,,E7,388,2035,11/2/2021 10:40
