Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.583,12.4,11/3/2021 10:42
,,E1,0.188,11.8,
,,B8,0.75,12.6,
,,E8,0.25,23,
SPL1,,B2,0.125,12,11/3/2021 10:42
SPL2,,C2,1,12.9,11/3/2021 10:42
SPL3,,D2,0.85,39.1,11/3/2021 10:42
SPL4,,E2,0.25,12.8,11/3/2021 10:42
SPL5,,B3,1.38,33.6,11/3/2021 10:42
SPL6,,C3,0.7,21.7,11/3/2021 10:42
SPL7,,D3,1.05,17.6,11/3/2021 10:42
SPL8,,E3,1.58,22.6,11/3/2021 10:42
SPL9,,B4,6.56,169,11/3/2021 10:42
SPL10,,C4,1.13,149,11/3/2021 10:42
SPL11,,D4,10.2,360,11/3/2021 10:42
SPL12,,E4,6,167,11/3/2021 10:42
SPL13,,B5,3.53,219,11/3/2021 10:42
SPL14,,C5,0.333,140,11/3/2021 10:42
SPL15,,D5,41.4,216,11/3/2021 10:42
SPL16,,E5,29.8,270,11/3/2021 10:42
SPL17,,B6,370,1713,11/3/2021 10:42
SPL18,,C6,271,1376,11/3/2021 10:42
SPL19,,D6,60.3,1317,11/3/2021 10:42
SPL20,,E6,23.2,105,11/3/2021 10:42
SPL21,,B7,201,1972,11/3/2021 10:42
SPL22,,C7,212,1811,11/3/2021 10:42
SPL23,,D7,31.6,140,11/3/2021 10:42
SPL24,,E7,230,1848,11/3/2021 10:42
