Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.67,13.3,11/4/2021 11:00
,,E1,1.06,18.7,
,,B8,0.875,12.7,
,,E8,1.2,14.2,
SPL1,,B2,91.9,477,11/4/2021 11:00
SPL2,,C2,37.6,414,11/4/2021 11:00
SPL3,,D2,1.56,18.6,11/4/2021 11:00
SPL4,,E2,2.11,29.3,11/4/2021 11:00
SPL5,,B3,39.1,536,11/4/2021 11:00
SPL6,,C3,59.5,520,11/4/2021 11:00
SPL7,,D3,56.1,590,11/4/2021 11:00
SPL8,,E3,1.29,15.1,11/4/2021 11:00
SPL9,,B4,99.3,1288,11/4/2021 11:00
SPL10,,C4,104,495,11/4/2021 11:00
SPL11,,D4,417,2014,11/4/2021 11:00
SPL12,,E4,7.17,1476,11/4/2021 11:00
SPL13,,B5,161,1716,11/4/2021 11:00
SPL14,,C5,69.2,323,11/4/2021 11:00
SPL15,,D5,163,2006,11/4/2021 11:00
SPL16,,E5,159,1583,11/4/2021 11:00
SPL17,,B6,696,2565,11/4/2021 11:00
SPL18,,C6,523,2443,11/4/2021 11:00
SPL19,,D6,80.5,348,11/4/2021 11:00
SPL20,,E6,1040,4596,11/4/2021 11:00
SPL21,,B7,126,618,11/4/2021 11:00
SPL22,,C7,918,4158,11/4/2021 11:00
SPL23,,D7,933,4564,11/4/2021 11:00
SPL24,,E7,728,3203,11/4/2021 11:00
