Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.571,6.25,10/26/2021 13:36
,,E1,0.357,14.6,
,,B8,0.75,19.3,
,,E8,0.688,18.4,
SPL1,,B2,21.9,192,10/26/2021 13:36
SPL2,,C2,16.9,86.5,10/26/2021 13:36
SPL3,,D2,2.04,34.3,10/26/2021 13:36
SPL4,,E2,0.929,22.4,10/26/2021 13:36
SPL5,,B3,20.9,120,10/26/2021 13:36
SPL6,,C3,25.7,161,10/26/2021 13:36
SPL7,,D3,28.4,178,10/26/2021 13:36
SPL8,,E3,7.39,45.4,10/26/2021 13:36
SPL9,,B4,1.61,24.6,10/26/2021 13:36
SPL10,,C4,2.17,24.4,10/26/2021 13:36
SPL11,,D4,1.25,44.1,10/26/2021 13:36
SPL12,,E4,1.59,52.7,10/26/2021 13:36
SPL13,,B5,1.97,32.3,10/26/2021 13:36
SPL14,,C5,3.06,52.6,10/26/2021 13:36
SPL15,,D5,2.22,53.1,10/26/2021 13:36
SPL16,,E5,0.5,35,10/26/2021 13:36
SPL17,,B6,27.8,186,10/26/2021 13:36
SPL18,,C6,30.3,167,10/26/2021 13:36
SPL19,,D6,2.06,26.4,10/26/2021 13:36
SPL20,,E6,15.7,80,10/26/2021 13:36
SPL21,,B7,33.7,277,10/26/2021 13:36
SPL22,,C7,12.6,80,10/26/2021 13:36
SPL23,,D7,17.4,121,10/26/2021 13:36
SPL24,,E7,1.47,25.8,10/26/2021 13:36
