Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.536,18.1,10/28/2021 10:16
,,E1,0,12.8,
,,B8,0.929,18.6,
,,E8,0.5,39.5,
SPL1,,B2,3.41,28.7,10/28/2021 10:16
SPL2,,C2,101,549,10/28/2021 10:16
SPL3,,D2,40.9,215,10/28/2021 10:16
SPL4,,E2,50.1,252,10/28/2021 10:16
SPL5,,B3,86.6,435,10/28/2021 10:16
SPL6,,C3,4,17.3,10/28/2021 10:16
SPL7,,D3,54.2,249,10/28/2021 10:16
SPL8,,E3,43.3,229,10/28/2021 10:16
SPL9,,B4,9.11,54.8,10/28/2021 10:16
SPL10,,C4,5.44,29.1,10/28/2021 10:16
SPL11,,D4,0.5,31.9,10/28/2021 10:16
SPL12,,E4,11.1,55.4,10/28/2021 10:16
SPL13,,B5,9,55.7,10/28/2021 10:16
SPL14,,C5,0.688,12.2,10/28/2021 10:16
SPL15,,D5,0.393,10.9,10/28/2021 10:16
SPL16,,E5,10.6,43.5,10/28/2021 10:16
SPL17,,B6,2.25,19.3,10/28/2021 10:16
SPL18,,C6,6.89,39.7,10/28/2021 10:16
SPL19,,D6,3.78,33.7,10/28/2021 10:16
SPL20,,E6,0.65,10.7,10/28/2021 10:16
SPL21,,B7,5,53.5,10/28/2021 10:16
SPL22,,C7,0,18.4,10/28/2021 10:16
SPL23,,D7,0.688,15.7,10/28/2021 10:16
SPL24,,E7,8.89,48.1,10/28/2021 10:16
