Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.5,17.1,11/2/2021 10:58
,,E1,0.35,13.6,
,,B8,0.6,14.6,
,,E8,0.536,12.8,
SPL1,,B2,0.5,8.85,11/2/2021 10:58
SPL2,,C2,4.25,31.1,11/2/2021 10:58
SPL3,,D2,19.9,96.3,11/2/2021 10:58
SPL4,,E2,4.69,75.4,11/2/2021 10:58
SPL5,,B3,0.813,20.4,11/2/2021 10:58
SPL6,,C3,6.36,34.3,11/2/2021 10:58
SPL7,,D3,1.06,13.6,11/2/2021 10:58
SPL8,,E3,1.22,17.5,11/2/2021 10:58
SPL9,,B4,217,1510,11/2/2021 10:58
SPL10,,C4,31.1,156,11/2/2021 10:58
SPL11,,D4,573,2418,11/2/2021 10:58
SPL12,,E4,280,1412,11/2/2021 10:58
SPL13,,B5,163,1304,11/2/2021 10:58
SPL14,,C5,673,2882,11/2/2021 10:58
SPL15,,D5,66,309,11/2/2021 10:58
SPL16,,E5,444,2320,11/2/2021 10:58
SPL17,,B6,2.36,30.3,11/2/2021 10:58
SPL18,,C6,1.5,21.8,11/2/2021 10:58
SPL19,,D6,0.929,10.7,11/2/2021 10:58
SPL20,,E6,0.625,20.6,11/2/2021 10:58
SPL21,,B7,1.22,12.8,11/2/2021 10:58
SPL22,,C7,2.46,19.8,11/2/2021 10:58
SPL23,,D7,0.875,33.8,11/2/2021 10:58
SPL24,,E7,1.38,6.92,11/2/2021 10:58
