Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.7,14.1,11/8/2021 14:23
,,E1,0.7,8.5,
,,B8,1,19.8,
,,E8,1.71,11.3,
SPL1,,B2,6.06,63.8,11/8/2021 14:23
SPL2,,C2,2.41,56.9,11/8/2021 14:23
SPL3,,D2,2.5,38.6,11/8/2021 14:23
SPL4,,E2,2.18,53.5,11/8/2021 14:23
SPL5,,B3,1.3,42.2,11/8/2021 14:23
SPL6,,C3,3.28,41.5,11/8/2021 14:23
SPL7,,D3,3.88,39.6,11/8/2021 14:23
SPL8,,E3,2.72,39.3,11/8/2021 14:23
SPL9,,B4,1.63,43.6,11/8/2021 14:23
SPL10,,C4,3,9.17,11/8/2021 14:23
SPL11,,D4,1.1,18.1,11/8/2021 14:23
SPL12,,E4,0.75,15.7,11/8/2021 14:23
SPL13,,B5,3.38,23.6,11/8/2021 14:23
SPL14,,C5,1.33,30.5,11/8/2021 14:23
SPL15,,D5,1.05,28.6,11/8/2021 14:23
SPL16,,E5,2.67,25.4,11/8/2021 14:23
SPL17,,B6,113,5911,11/8/2021 14:23
SPL18,,C6,934,5033,11/8/2021 14:23
SPL19,,D6,879,7500,11/8/2021 14:23
SPL20,,E6,238,1180,11/8/2021 14:23
SPL21,,B7,725,5736,11/8/2021 14:23
SPL22,,C7,1578,6746,11/8/2021 14:23
SPL23,,D7,469,4750,11/8/2021 14:23
SPL24,,E7,41.4,5178,11/8/2021 14:23
