Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,1.38,16.1,10/19/2021 15:43
,,E1,0.75,8.15,
,,B8,1.25,4.58,
,,E8,1.06,17.4,
SPL1,,B2,2.67,21.3,10/19/2021 15:43
SPL2,,C2,1.7,29.1,10/19/2021 15:43
SPL3,,D2,5.25,32.8,10/19/2021 15:43
SPL4,,E2,2,16.7,10/19/2021 15:43
SPL5,,B3,1.07,18.1,10/19/2021 15:43
SPL6,,C3,1.66,30.8,10/19/2021 15:43
SPL7,,D3,2.2,33.9,10/19/2021 15:43
SPL8,,E3,1.9,18.8,10/19/2021 15:43
SPL9,,B4,2.25,32.9,10/19/2021 15:43
SPL10,,C4,0.7,19.3,10/19/2021 15:43
SPL11,,D4,1.7,15.9,10/19/2021 15:43
SPL12,,E4,1.66,12.4,10/19/2021 15:43
SPL13,,B5,2.67,38.5,10/19/2021 15:43
SPL14,,C5,2.83,9.06,10/19/2021 15:43
SPL15,,D5,3.64,19.3,10/19/2021 15:43
SPL16,,E5,1.67,10.5,10/19/2021 15:43
SPL17,,B6,1.55,25.7,10/19/2021 15:43
SPL18,,C6,2.67,11.1,10/19/2021 15:43
SPL19,,D6,2.05,24.8,10/19/2021 15:43
SPL20,,E6,1.95,17.3,10/19/2021 15:43
SPL21,,B7,5.5,41.5,10/19/2021 15:43
SPL22,,C7,2.5,8.25,10/19/2021 15:43
SPL23,,D7,1.42,18.9,10/19/2021 15:43
SPL24,,E7,1.71,21.8,10/19/2021 15:43
