Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.917,26.3,10/26/2021 13:31
,,E1,0.375,8.69,
,,B8,0.5,21.6,
,,E8,0.643,13.6,
SPL1,,B2,1.46,19.8,10/26/2021 13:31
SPL2,,C2,1.25,6.81,10/26/2021 13:31
SPL3,,D2,1.71,20.9,10/26/2021 13:31
SPL4,,E2,3.06,32.7,10/26/2021 13:31
SPL5,,B3,0.75,16,10/26/2021 13:31
SPL6,,C3,1.57,12.2,10/26/2021 13:31
SPL7,,D3,0.65,10.8,10/26/2021 13:31
SPL8,,E3,1.43,15.3,10/26/2021 13:31
SPL9,,B4,23,147,10/26/2021 13:31
SPL10,,C4,1.81,24.6,10/26/2021 13:31
SPL11,,D4,27.5,184,10/26/2021 13:31
SPL12,,E4,34.5,168,10/26/2021 13:31
SPL13,,B5,17.7,104,10/26/2021 13:31
SPL14,,C5,48.7,328,10/26/2021 13:31
SPL15,,D5,2.69,20.7,10/26/2021 13:31
SPL16,,E5,34.9,202,10/26/2021 13:31
SPL17,,B6,0.813,21.3,10/26/2021 13:31
SPL18,,C6,3.03,34.6,10/26/2021 13:31
SPL19,,D6,2.09,13.7,10/26/2021 13:31
SPL20,,E6,1.19,11.6,10/26/2021 13:31
SPL21,,B7,0.536,8.65,10/26/2021 13:31
SPL22,,C7,1.39,26.9,10/26/2021 13:31
SPL23,,D7,1.17,22.9,10/26/2021 13:31
SPL24,,E7,0.542,16.4,10/26/2021 13:31
