Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.125,12.1,10/19/2021 15:19
,,E1,1.22,16.6,
,,B8,0.857,15.9,
,,E8,0,11,
SPL1,,B2,2.13,29.9,10/19/2021 15:19
SPL2,,C2,1.04,27.9,10/19/2021 15:19
SPL3,,D2,1.57,20.8,10/19/2021 15:19
SPL4,,E2,2.15,34.7,10/19/2021 15:19
SPL5,,B3,2.88,32.6,10/19/2021 15:19
SPL6,,C3,0.5,15.4,10/19/2021 15:19
SPL7,,D3,2.13,13.1,10/19/2021 15:19
SPL8,,E3,1.84,20.6,10/19/2021 15:19
SPL9,,B4,1.29,21,10/19/2021 15:19
SPL10,,C4,2,15.9,10/19/2021 15:19
SPL11,,D4,2.3,12.7,10/19/2021 15:19
SPL12,,E4,1.13,22.3,10/19/2021 15:19
SPL13,,B5,2.34,21.4,10/19/2021 15:19
SPL14,,C5,2.04,9.63,10/19/2021 15:19
SPL15,,D5,2.21,32.8,10/19/2021 15:19
SPL16,,E5,3.09,32.8,10/19/2021 15:19
SPL17,,B6,2.06,22.4,10/19/2021 15:19
SPL18,,C6,1.64,27.6,10/19/2021 15:19
SPL19,,D6,2,28.7,10/19/2021 15:19
SPL20,,E6,2.18,40.5,10/19/2021 15:19
SPL21,,B7,1.63,28.1,10/19/2021 15:19
SPL22,,C7,3.17,27.8,10/19/2021 15:19
SPL23,,D7,2.09,21,10/19/2021 15:19
SPL24,,E7,0.875,37.6,10/19/2021 15:19
