Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.5,13.4,10/28/2021 9:35
,,E1,1,11.8,
,,B8,0.375,10.8,
,,E8,1,12.3,
SPL1,,B2,0.9,21.9,10/28/2021 9:35
SPL2,,C2,1.46,31.9,10/28/2021 9:35
SPL3,,D2,1.81,41.4,10/28/2021 9:35
SPL4,,E2,1.15,23.4,10/28/2021 9:35
SPL5,,B3,1.15,16.8,10/28/2021 9:35
SPL6,,C3,0.813,36.5,10/28/2021 9:35
SPL7,,D3,1.06,10.8,10/28/2021 9:35
SPL8,,E3,1.5,41.9,10/28/2021 9:35
SPL9,,B4,21.8,229,10/28/2021 9:35
SPL10,,C4,28.2,175,10/28/2021 9:35
SPL11,,D4,32.4,164,10/28/2021 9:35
SPL12,,E4,20.7,276,10/28/2021 9:35
SPL13,,B5,43.5,223,10/28/2021 9:35
SPL14,,C5,36.1,211,10/28/2021 9:35
SPL15,,D5,1.84,20.9,10/28/2021 9:35
SPL16,,E5,3.97,34.1,10/28/2021 9:35
SPL17,,B6,42.7,197,10/28/2021 9:35
SPL18,,C6,24.7,142,10/28/2021 9:35
SPL19,,D6,42.5,209,10/28/2021 9:35
SPL20,,E6,2.88,34,10/28/2021 9:35
SPL21,,B7,65.3,361,10/28/2021 9:35
SPL22,,C7,63.9,330,10/28/2021 9:35
SPL23,,D7,3.38,21.7,10/28/2021 9:35
SPL24,,E7,58.6,337,10/28/2021 9:35
