Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.25,17.1,10/30/2021 10:43
,,E1,0.5,7.9,
,,B8,0.5,16.8,
,,E8,0.417,26.1,
SPL1,,B2,5.33,153,10/30/2021 10:43
SPL2,,C2,18.4,291,10/30/2021 10:43
SPL3,,D2,9.22,142,10/30/2021 10:43
SPL4,,E2,9.33,59.5,10/30/2021 10:43
SPL5,,B3,10.8,192,10/30/2021 10:43
SPL6,,C3,35.1,276,10/30/2021 10:43
SPL7,,D3,4.33,44.2,10/30/2021 10:43
SPL8,,E3,11.6,184,10/30/2021 10:43
SPL9,,B4,6.56,40.6,10/30/2021 10:43
SPL10,,C4,170,850,10/30/2021 10:43
SPL11,,D4,206,971,10/30/2021 10:43
SPL12,,E4,97,518,10/30/2021 10:43
SPL13,,B5,13.3,66.8,10/30/2021 10:43
SPL14,,C5,146,814,10/30/2021 10:43
SPL15,,D5,97.2,486,10/30/2021 10:43
SPL16,,E5,65.7,296,10/30/2021 10:43
SPL17,,B6,5.67,47.1,10/30/2021 10:43
SPL18,,C6,0.6,17.7,10/30/2021 10:43
SPL19,,D6,6,26.3,10/30/2021 10:43
SPL20,,E6,23,166,10/30/2021 10:43
SPL21,,B7,20.1,126,10/30/2021 10:43
SPL22,,C7,0.958,9.81,10/30/2021 10:43
SPL23,,D7,5.22,37.4,10/30/2021 10:43
SPL24,,E7,0.563,13.8,10/30/2021 10:43
