Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.188,13.5,10/28/2021 10:07
,,E1,0.625,15,
,,B8,0.4,11.3,
,,E8,0.679,30.5,
SPL1,,B2,7.28,31.6,10/28/2021 10:07
SPL2,,C2,7.72,72.5,10/28/2021 10:07
SPL3,,D2,0.25,12.3,10/28/2021 10:07
SPL4,,E2,0.375,37.6,10/28/2021 10:07
SPL5,,B3,11.5,63.7,10/28/2021 10:07
SPL6,,C3,8.06,44,10/28/2021 10:07
SPL7,,D3,10.5,64.4,10/28/2021 10:07
SPL8,,E3,0.5,13.8,10/28/2021 10:07
SPL9,,B4,21.2,118,10/28/2021 10:07
SPL10,,C4,2.84,13.6,10/28/2021 10:07
SPL11,,D4,42.6,190,10/28/2021 10:07
SPL12,,E4,44.5,205,10/28/2021 10:07
SPL13,,B5,66.3,400,10/28/2021 10:07
SPL14,,C5,3,21.5,10/28/2021 10:07
SPL15,,D5,54.5,289,10/28/2021 10:07
SPL16,,E5,81.1,432,10/28/2021 10:07
SPL17,,B6,54.5,279,10/28/2021 10:07
SPL18,,C6,42.9,227,10/28/2021 10:07
SPL19,,D6,3.28,18.1,10/28/2021 10:07
SPL20,,E6,109,634,10/28/2021 10:07
SPL21,,B7,4.39,40.1,10/28/2021 10:07
SPL22,,C7,91.9,486,10/28/2021 10:07
SPL23,,D7,68.1,378,10/28/2021 10:07
SPL24,,E7,51.4,259,10/28/2021 10:07
