Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.583,17.7,10/25/2021 13:24
,,E1,0.55,7.7,
,,B8,0.875,16,
,,E8,0.464,11.5,
SPL1,,B2,2,24.4,10/25/2021 13:24
SPL2,,C2,1.93,37.4,10/25/2021 13:24
SPL3,,D2,0.375,19.1,10/25/2021 13:24
SPL4,,E2,0.625,27.6,10/25/2021 13:24
SPL5,,B3,5.44,34.9,10/25/2021 13:24
SPL6,,C3,2.44,32.9,10/25/2021 13:24
SPL7,,D3,2.56,51.9,10/25/2021 13:24
SPL8,,E3,0.8,28.3,10/25/2021 13:24
SPL9,,B4,5.89,54.2,10/25/2021 13:24
SPL10,,C4,1.93,52.6,10/25/2021 13:24
SPL11,,D4,15.4,64.5,10/25/2021 13:24
SPL12,,E4,12.4,68,10/25/2021 13:24
SPL13,,B5,14.8,128,10/25/2021 13:24
SPL14,,C5,1.92,24.3,10/25/2021 13:24
SPL15,,D5,14.2,100,10/25/2021 13:24
SPL16,,E5,17.9,130,10/25/2021 13:24
SPL17,,B6,14.1,107,10/25/2021 13:24
SPL18,,C6,15.9,78.3,10/25/2021 13:24
SPL19,,D6,1.79,24.3,10/25/2021 13:24
SPL20,,E6,19.9,153,10/25/2021 13:24
SPL21,,B7,2.22,30,10/25/2021 13:24
SPL22,,C7,24.9,150,10/25/2021 13:24
SPL23,,D7,21,117,10/25/2021 13:24
SPL24,,E7,14.8,86.4,10/25/2021 13:24
