Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.813,18.1,10/27/2021 10:29
,,E1,0.833,10.9,
,,B8,0.75,21.6,
,,E8,0.563,15.2,
SPL1,,B2,5.69,58.1,10/27/2021 10:29
SPL2,,C2,5.33,61.2,10/27/2021 10:29
SPL3,,D2,0.667,21.8,10/27/2021 10:29
SPL4,,E2,2,11,10/27/2021 10:29
SPL5,,B3,9.89,39.7,10/27/2021 10:29
SPL6,,C3,5.33,28.7,10/27/2021 10:29
SPL7,,D3,7.94,64.2,10/27/2021 10:29
SPL8,,E3,1.64,14.6,10/27/2021 10:29
SPL9,,B4,17.4,99.3,10/27/2021 10:29
SPL10,,C4,2.46,28.7,10/27/2021 10:29
SPL11,,D4,28.6,149,10/27/2021 10:29
SPL12,,E4,31.6,168,10/27/2021 10:29
SPL13,,B5,42.2,272,10/27/2021 10:29
SPL14,,C5,3.13,39.1,10/27/2021 10:29
SPL15,,D5,36,225,10/27/2021 10:29
SPL16,,E5,50.6,251,10/27/2021 10:29
SPL17,,B6,32.4,188,10/27/2021 10:29
SPL18,,C6,31.2,141,10/27/2021 10:29
SPL19,,D6,4.19,23.8,10/27/2021 10:29
SPL20,,E6,57.2,355,10/27/2021 10:29
SPL21,,B7,3.16,21.3,10/27/2021 10:29
SPL22,,C7,59.3,327,10/27/2021 10:29
SPL23,,D7,44.7,273,10/27/2021 10:29
SPL24,,E7,33.4,194,10/27/2021 10:29
