Well ID,Name,Well,PC_100,chlA_150,Reading Date/Time
BLK,,B1,0.375,10.2,10/22/2021 10:42
,,E1,0.292,21.9,
,,B8,0.7,13.6,
,,E8,0.313,10.6,
SPL1,,B2,0.5,32.8,10/22/2021 10:42
SPL2,,C2,1.08,22.8,10/22/2021 10:42
SPL3,,D2,1.46,18.2,10/22/2021 10:42
SPL4,,E2,2.41,13.9,10/22/2021 10:42
SPL5,,B3,0.679,19.7,10/22/2021 10:42
SPL6,,C3,0.875,15.2,10/22/2021 10:42
SPL7,,D3,0.875,21.1,10/22/2021 10:42
SPL8,,E3,1.29,34.6,10/22/2021 10:42
SPL9,,B4,4.17,30.3,10/22/2021 10:42
SPL10,,C4,1.21,30.5,10/22/2021 10:42
SPL11,,D4,4.83,43.5,10/22/2021 10:42
SPL12,,E4,5.5,32.3,10/22/2021 10:42
SPL13,,B5,2.72,34.8,10/22/2021 10:42
SPL14,,C5,6.5,53.9,10/22/2021 10:42
SPL15,,D5,0.95,20.9,10/22/2021 10:42
SPL16,,E5,5.83,58.8,10/22/2021 10:42
SPL17,,B6,1.25,29.9,10/22/2021 10:42
SPL18,,C6,2.11,30.8,10/22/2021 10:42
SPL19,,D6,2.93,36.6,10/22/2021 10:42
SPL20,,E6,1.11,29.4,10/22/2021 10:42
SPL21,,B7,0.625,16,10/22/2021 10:42
SPL22,,C7,0.917,16.1,10/22/2021 10:42
SPL23,,D7,0.5,11.3,10/22/2021 10:42
SPL24,,E7,1.25,43.6,10/22/2021 10:42
