Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,Blank,B8,36.7,50.9,12/7/2021 15:16
,,E8,41.2,56.8,
,,E1,33.3,38,
,,B1,48.9,46.2,
SPL1,,B2,76.8,31.8,12/7/2021 15:16
SPL2,,C2,79.7,52.6,12/7/2021 15:16
SPL3,,D2,75.6,71.6,12/7/2021 15:16
SPL4,,E2,78.9,59.4,12/7/2021 15:16
SPL5,,B3,46.8,51.7,12/7/2021 15:16
SPL6,,C3,90.7,67.7,12/7/2021 15:16
SPL7,,D3,50.8,41.9,12/7/2021 15:16
SPL8,,E3,83.2,48.8,12/7/2021 15:16
SPL9,,B4,91.6,44.2,12/7/2021 15:16
SPL10,,C4,77.7,64.7,12/7/2021 15:16
SPL11,,D4,103,37.9,12/7/2021 15:16
SPL12,,E4,65.6,65,12/7/2021 15:16
SPL13,,B5,78.9,62.3,12/7/2021 15:16
SPL14,,C5,112,64.9,12/7/2021 15:16
SPL15,,D5,42.8,42.3,12/7/2021 15:16
SPL16,,E5,77.6,61.7,12/7/2021 15:16
SPL17,,B6,89.3,50,12/7/2021 15:16
SPL18,,C6,60.6,59.1,12/7/2021 15:16
SPL19,,D6,62,30.9,12/7/2021 15:16
SPL20,,E6,49.2,65.3,12/7/2021 15:16
SPL21,,B7,64.2,58.3,12/7/2021 15:16
SPL22,,C7,75.7,52.2,12/7/2021 15:16
SPL23,,D7,54.1,66.9,12/7/2021 15:16
SPL24,,E7,87.6,32.1,12/7/2021 15:16
