Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,Blank,B8,26.4,69.2,12/7/2021 15:50
,,E8,40.7,50.6,
,,E1,38.2,37.7,
,,B1,29.2,43,
SPL1,,B2,96.6,67.8,12/7/2021 15:50
SPL2,,C2,83.8,59.1,12/7/2021 15:50
SPL3,,D2,57.4,48.1,12/7/2021 15:50
SPL4,,E2,46.7,69.3,12/7/2021 15:50
SPL5,,B3,88.3,58.1,12/7/2021 15:50
SPL6,,C3,73.3,76.9,12/7/2021 15:50
SPL7,,D3,81,51.6,12/7/2021 15:50
SPL8,,E3,89,44,12/7/2021 15:50
SPL9,,B4,67.2,50.8,12/7/2021 15:50
SPL10,,C4,86.9,67.6,12/7/2021 15:50
SPL11,,D4,71,72,12/7/2021 15:50
SPL12,,E4,52.7,63.3,12/7/2021 15:50
SPL13,,B5,106,85.1,12/7/2021 15:50
SPL14,,C5,45.8,50.9,12/7/2021 15:50
SPL15,,D5,76.6,41.4,12/7/2021 15:50
SPL16,,E5,60,39.3,12/7/2021 15:50
SPL17,,B6,62.8,72.8,12/7/2021 15:50
SPL18,,C6,76.2,48.9,12/7/2021 15:50
SPL19,,D6,59,62.4,12/7/2021 15:50
SPL20,,E6,55.9,54.3,12/7/2021 15:50
SPL21,,B7,86,65.6,12/7/2021 15:50
SPL22,,C7,68.6,66.3,12/7/2021 15:50
SPL23,,D7,54.4,51.4,12/7/2021 15:50
SPL24,,E7,90.6,65.9,12/7/2021 15:50
