Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,19.6,54.7,12/10/2021 14:24
,,E1,23,52.1,
,,B8,18.7,57.9,
,,E8,18.1,37.8,
SPL1,,B2,52.9,76.2,12/10/2021 14:24
SPL2,,C2,69.7,53.2,12/10/2021 14:24
SPL3,,D2,53.3,60.8,12/10/2021 14:24
SPL4,,E2,36.1,51.9,12/10/2021 14:24
SPL5,,B3,46.3,67.7,12/10/2021 14:24
SPL6,,C3,71.8,62.9,12/10/2021 14:24
SPL7,,D3,49.1,43.2,12/10/2021 14:24
SPL8,,E3,70.6,49.7,12/10/2021 14:24
SPL9,,B4,82.7,65,12/10/2021 14:24
SPL10,,C4,73.1,57.9,12/10/2021 14:24
SPL11,,D4,67.4,49,12/10/2021 14:24
SPL12,,E4,93.9,44.2,12/10/2021 14:24
SPL13,,B5,67,39.1,12/10/2021 14:24
SPL14,,C5,32.9,41.7,12/10/2021 14:24
SPL15,,D5,62.8,47,12/10/2021 14:24
SPL16,,E5,43.1,48.1,12/10/2021 14:24
SPL17,,B6,72,56,12/10/2021 14:24
SPL18,,C6,71,65.2,12/10/2021 14:24
SPL19,,D6,78.6,53.7,12/10/2021 14:24
SPL20,,E6,55.7,38.9,12/10/2021 14:24
SPL21,,B7,79.9,46.8,12/10/2021 14:24
SPL22,,C7,153,68.4,12/10/2021 14:24
SPL23,,D7,27.2,44.2,12/10/2021 14:24
SPL24,,E7,54.4,54.4,12/10/2021 14:24
