Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,24,37.4,12/8/2021 14:43
,,E1,18.3,30.1,
,,B8,20.1,49,
,,E8,20,37,
SPL1,,B2,45.6,57.7,12/8/2021 14:43
SPL2,,C2,44.4,46.1,12/8/2021 14:43
SPL3,,D2,40.4,54.6,12/8/2021 14:43
SPL4,,E2,67.7,57,12/8/2021 14:43
SPL5,,B3,31.2,41.7,12/8/2021 14:43
SPL6,,C3,57.3,69,12/8/2021 14:43
SPL7,,D3,40.3,56.8,12/8/2021 14:43
SPL8,,E3,58.2,40.8,12/8/2021 14:43
SPL9,,B4,56,53.7,12/8/2021 14:43
SPL10,,C4,50,47.1,12/8/2021 14:43
SPL11,,D4,50.1,57.2,12/8/2021 14:43
SPL12,,E4,37.1,43.7,12/8/2021 14:43
SPL13,,B5,43.9,42.2,12/8/2021 14:43
SPL14,,C5,49.8,56.4,12/8/2021 14:43
SPL15,,D5,43.8,41.4,12/8/2021 14:43
SPL16,,E5,44.8,68.9,12/8/2021 14:43
SPL17,,B6,65.1,47.6,12/8/2021 14:43
SPL18,,C6,66.6,46.3,12/8/2021 14:43
SPL19,,D6,49.3,48.4,12/8/2021 14:43
SPL20,,E6,51.4,44.9,12/8/2021 14:43
SPL21,,B7,56.7,55.7,12/8/2021 14:43
SPL22,,C7,64.6,51.6,12/8/2021 14:43
SPL23,,D7,33.3,54.8,12/8/2021 14:43
SPL24,,E7,45.6,59.7,12/8/2021 14:43
