Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,28.3,39.7,12/14/2021 14:27
,,E1,31.4,34.3,
,,B8,27.7,42.2,
,,E8,15.1,38.2,
SPL1,,B2,420,131,12/14/2021 14:27
SPL2,,C2,321,89.9,12/14/2021 14:27
SPL3,,D2,191,84.6,12/14/2021 14:27
SPL4,,E2,320,136,12/14/2021 14:27
SPL5,,B3,381,153,12/14/2021 14:27
SPL6,,C3,280,85.6,12/14/2021 14:27
SPL7,,D3,612,206,12/14/2021 14:27
SPL8,,E3,559,190,12/14/2021 14:27
SPL9,,B4,75.1,49.8,12/14/2021 14:27
SPL10,,C4,90.4,59.2,12/14/2021 14:27
SPL11,,D4,51.6,54.3,12/14/2021 14:27
SPL12,,E4,78.7,47.9,12/14/2021 14:27
SPL13,,B5,118,58,12/14/2021 14:27
SPL14,,C5,70.9,46.3,12/14/2021 14:27
SPL15,,D5,88.3,46.9,12/14/2021 14:27
SPL16,,E5,74.8,30.6,12/14/2021 14:27
SPL17,,B6,310,111,12/14/2021 14:27
SPL18,,C6,347,126,12/14/2021 14:27
SPL19,,D6,405,138,12/14/2021 14:27
SPL20,,E6,572,165,12/14/2021 14:27
SPL21,,B7,463,171,12/14/2021 14:27
SPL22,,C7,344,103,12/14/2021 14:27
SPL23,,D7,199,80.1,12/14/2021 14:27
SPL24,,E7,546,158,12/14/2021 14:27
