Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,18.8,41.3,12/8/2021 14:55
,,E1,22.2,51.6,
,,B8,32.8,37.7,
,,E8,19.7,41.2,
SPL1,,B2,64.9,62.7,12/8/2021 14:55
SPL2,,C2,45.4,49.3,12/8/2021 14:55
SPL3,,D2,58.8,51,12/8/2021 14:55
SPL4,,E2,40,51.6,12/8/2021 14:55
SPL5,,B3,71.3,51.2,12/8/2021 14:55
SPL6,,C3,55.3,51.9,12/8/2021 14:55
SPL7,,D3,41.1,45.1,12/8/2021 14:55
SPL8,,E3,59.3,41.1,12/8/2021 14:55
SPL9,,B4,44.9,57.1,12/8/2021 14:55
SPL10,,C4,56.3,60.2,12/8/2021 14:55
SPL11,,D4,59.4,68.6,12/8/2021 14:55
SPL12,,E4,64.8,51.3,12/8/2021 14:55
SPL13,,B5,48.8,57.7,12/8/2021 14:55
SPL14,,C5,51,51.9,12/8/2021 14:55
SPL15,,D5,36.8,43.2,12/8/2021 14:55
SPL16,,E5,47.9,48.1,12/8/2021 14:55
SPL17,,B6,58.3,48,12/8/2021 14:55
SPL18,,C6,54.6,53.4,12/8/2021 14:55
SPL19,,D6,47.1,59,12/8/2021 14:55
SPL20,,E6,74.7,41,12/8/2021 14:55
SPL21,,B7,55.9,45.9,12/8/2021 14:55
SPL22,,C7,43.9,59.3,12/8/2021 14:55
SPL23,,D7,52.9,60.1,12/8/2021 14:55
SPL24,,E7,56.3,66.4,12/8/2021 14:55
