Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,24.8,29.7,12/9/2021 15:09
,,E1,12.1,37.1,
,,B8,19.1,51.8,
,,E8,22.1,35.8,
SPL1,,B2,55.8,41,12/9/2021 15:09
SPL2,,C2,73,77.4,12/9/2021 15:09
SPL3,,D2,81.4,60.1,12/9/2021 15:09
SPL4,,E2,77.3,61.4,12/9/2021 15:09
SPL5,,B3,71.9,57.3,12/9/2021 15:09
SPL6,,C3,59.4,50.2,12/9/2021 15:09
SPL7,,D3,35.3,39.7,12/9/2021 15:09
SPL8,,E3,50.8,34.2,12/9/2021 15:09
SPL9,,B4,64.2,41.6,12/9/2021 15:09
SPL10,,C4,54.9,54.7,12/9/2021 15:09
SPL11,,D4,54.7,57.1,12/9/2021 15:09
SPL12,,E4,57.8,50.8,12/9/2021 15:09
SPL13,,B5,67,70,12/9/2021 15:09
SPL14,,C5,69.6,60.2,12/9/2021 15:09
SPL15,,D5,110,49.4,12/9/2021 15:09
SPL16,,E5,75,53.7,12/9/2021 15:09
SPL17,,B6,79.7,62,12/9/2021 15:09
SPL18,,C6,44.2,57.8,12/9/2021 15:09
SPL19,,D6,57.9,57.1,12/9/2021 15:09
SPL20,,E6,63.3,49.7,12/9/2021 15:09
SPL21,,B7,87.9,53,12/9/2021 15:09
SPL22,,C7,65.1,44.7,12/9/2021 15:09
SPL23,,D7,65.1,51.3,12/9/2021 15:09
SPL24,,E7,72.1,54.2,12/9/2021 15:09
