Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,25,35.3,12/12/2021 13:06
,,E1,25,37.4,
,,B8,21,57.3,
,,E8,20.1,38.9,
SPL1,,B2,223,111,12/12/2021 13:06
SPL2,,C2,187,78.9,12/12/2021 13:06
SPL3,,D2,167,89.1,12/12/2021 13:06
SPL4,,E2,112,56.3,12/12/2021 13:06
SPL5,,B3,238,105,12/12/2021 13:06
SPL6,,C3,190,61.1,12/12/2021 13:06
SPL7,,D3,129,78.6,12/12/2021 13:06
SPL8,,E3,205,87.1,12/12/2021 13:06
SPL9,,B4,140,59,12/12/2021 13:06
SPL10,,C4,240,106,12/12/2021 13:06
SPL11,,D4,277,122,12/12/2021 13:06
SPL12,,E4,181,84.3,12/12/2021 13:06
SPL13,,B5,167,107,12/12/2021 13:06
SPL14,,C5,150,63.3,12/12/2021 13:06
SPL15,,D5,162,78,12/12/2021 13:06
SPL16,,E5,166,78.7,12/12/2021 13:06
SPL17,,B6,268,123,12/12/2021 13:06
SPL18,,C6,162,79.2,12/12/2021 13:06
SPL19,,D6,184,71,12/12/2021 13:06
SPL20,,E6,277,111,12/12/2021 13:06
SPL21,,B7,158,64.8,12/12/2021 13:06
SPL22,,C7,172,77.3,12/12/2021 13:06
SPL23,,D7,211,87.2,12/12/2021 13:06
SPL24,,E7,145,71.1,12/12/2021 13:06
