Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,15.7,44.7,12/10/2021 14:29
,,E1,23.4,43.3,
,,B8,24.9,29.8,
,,E8,15.6,33,
SPL1,,B2,115,76.1,12/10/2021 14:29
SPL2,,C2,103,68.4,12/10/2021 14:29
SPL3,,D2,98.3,78.3,12/10/2021 14:29
SPL4,,E2,95.7,62.9,12/10/2021 14:29
SPL5,,B3,80,43.2,12/10/2021 14:29
SPL6,,C3,80.9,52.7,12/10/2021 14:29
SPL7,,D3,62.7,54.7,12/10/2021 14:29
SPL8,,E3,75.3,45.9,12/10/2021 14:29
SPL9,,B4,80.4,53.2,12/10/2021 14:29
SPL10,,C4,69.7,52.8,12/10/2021 14:29
SPL11,,D4,84.3,69.8,12/10/2021 14:29
SPL12,,E4,70,42.7,12/10/2021 14:29
SPL13,,B5,97.2,74.3,12/10/2021 14:29
SPL14,,C5,114,72,12/10/2021 14:29
SPL15,,D5,134,65.9,12/10/2021 14:29
SPL16,,E5,64.9,50.7,12/10/2021 14:29
SPL17,,B6,98,67.1,12/10/2021 14:29
SPL18,,C6,60.2,31.4,12/10/2021 14:29
SPL19,,D6,72.2,59.6,12/10/2021 14:29
SPL20,,E6,64.3,51.4,12/10/2021 14:29
SPL21,,B7,147,74.9,12/10/2021 14:29
SPL22,,C7,91.7,56.6,12/10/2021 14:29
SPL23,,D7,105,70,12/10/2021 14:29
SPL24,,E7,90.2,87,12/10/2021 14:29
