Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,27.7,39.4,12/21/2021 16:20
,,E1,20.6,36.9,
,,B8,16.6,44.1,
,,E8,27.4,39.4,
SPL1,,B2,5673,1417,12/21/2021 16:20
SPL2,,C2,3998,741,12/21/2021 16:20
SPL3,,D2,4709,902,12/21/2021 16:20
SPL4,,E2,4597,885,12/21/2021 16:20
SPL5,,B3,3056,654,12/21/2021 16:20
SPL6,,C3,4242,762,12/21/2021 16:20
SPL7,,D3,5015,1223,12/21/2021 16:20
SPL8,,E3,2977,622,12/21/2021 16:20
SPL9,,B4,2134,342,12/21/2021 16:20
SPL10,,C4,1889,317,12/21/2021 16:20
SPL11,,D4,445,122,12/21/2021 16:20
SPL12,,E4,815,306,12/21/2021 16:20
SPL13,,B5,929,428,12/21/2021 16:20
SPL14,,C5,1831,331,12/21/2021 16:20
SPL15,,D5,1463,230,12/21/2021 16:20
SPL16,,E5,616,135,12/21/2021 16:20
SPL17,,B6,3275,507,12/21/2021 16:20
SPL18,,C6,1814,575,12/21/2021 16:20
SPL19,,D6,3012,466,12/21/2021 16:20
SPL20,,E6,2563,419,12/21/2021 16:20
SPL21,,B7,2052,651,12/21/2021 16:20
SPL22,,C7,1145,258,12/21/2021 16:20
SPL23,,D7,1001,252,12/21/2021 16:20
SPL24,,E7,3087,496,12/21/2021 16:20
