Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,23,37.8,12/23/2021 11:30
,,E1,16.6,34.9,
,,B8,19.6,39.1,
,,E8,12,41.7,
SPL1,,B2,76.7,36.3,12/23/2021 11:30
SPL2,,C2,44.2,47.2,12/23/2021 11:30
SPL3,,D2,90.7,33.9,12/23/2021 11:30
SPL4,,E2,51.6,52.6,12/23/2021 11:30
SPL5,,B3,73.9,48.7,12/23/2021 11:30
SPL6,,C3,132,46.2,12/23/2021 11:30
SPL7,,D3,105,45.9,12/23/2021 11:30
SPL8,,E3,48.4,48.8,12/23/2021 11:30
SPL9,,B4,1781,611,12/23/2021 11:30
SPL10,,C4,881,248,12/23/2021 11:30
SPL11,,D4,3154,529,12/23/2021 11:30
SPL12,,E4,2557,719,12/23/2021 11:30
SPL13,,B5,3870,573,12/23/2021 11:30
SPL14,,C5,23.9,24.8,12/23/2021 11:30
SPL15,,D5,3290,537,12/23/2021 11:30
SPL16,,E5,3408,511,12/23/2021 11:30
SPL17,,B6,7061,1215,12/23/2021 11:30
SPL18,,C6,2772,600,12/23/2021 11:30
SPL19,,D6,2621,548,12/23/2021 11:30
SPL20,,E6,6163,971,12/23/2021 11:30
SPL21,,B7,6298,1465,12/23/2021 11:30
SPL22,,C7,4478,1089,12/23/2021 11:30
SPL23,,D7,1114,278,12/23/2021 11:30
SPL24,,E7,6575,1008,12/23/2021 11:30
