Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,26.2,43,12/16/2021 13:28
,,E1,19.2,43,
,,B8,28.2,36.3,
,,E8,20,26.1,
SPL1,,B2,781,225,12/16/2021 13:28
SPL2,,C2,713,181,12/16/2021 13:28
SPL3,,D2,679,221,12/16/2021 13:28
SPL4,,E2,760,259,12/16/2021 13:28
SPL5,,B3,652,164,12/16/2021 13:28
SPL6,,C3,672,161,12/16/2021 13:28
SPL7,,D3,1735,368,12/16/2021 13:28
SPL8,,E3,1674,382,12/16/2021 13:28
SPL9,,B4,78.8,39.6,12/16/2021 13:28
SPL10,,C4,69.4,55.2,12/16/2021 13:28
SPL11,,D4,54.2,42.2,12/16/2021 13:28
SPL12,,E4,102,36.3,12/16/2021 13:28
SPL13,,B5,84,59.9,12/16/2021 13:28
SPL14,,C5,90.4,58.8,12/16/2021 13:28
SPL15,,D5,122,42.9,12/16/2021 13:28
SPL16,,E5,118,47,12/16/2021 13:28
SPL17,,B6,835,252,12/16/2021 13:28
SPL18,,C6,921,269,12/16/2021 13:28
SPL19,,D6,884,209,12/16/2021 13:28
SPL20,,E6,1567,407,12/16/2021 13:28
SPL21,,B7,705,202,12/16/2021 13:28
SPL22,,C7,808,227,12/16/2021 13:28
SPL23,,D7,833,216,12/16/2021 13:28
SPL24,,E7,1612,388,12/16/2021 13:28
