Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,19.6,49.7,12/8/2021 15:15
,,E1,19.4,55.1,
,,B8,23.2,48.4,
,,E8,19.8,46.9,
SPL1,,B2,47.4,46.2,12/8/2021 15:15
SPL2,,C2,40.1,54.6,12/8/2021 15:15
SPL3,,D2,31.2,53.4,12/8/2021 15:15
SPL4,,E2,49.6,61.8,12/8/2021 15:15
SPL5,,B3,56.2,50,12/8/2021 15:15
SPL6,,C3,50.7,62.4,12/8/2021 15:15
SPL7,,D3,61.9,62.2,12/8/2021 15:15
SPL8,,E3,50.7,49.1,12/8/2021 15:15
SPL9,,B4,62.1,48.7,12/8/2021 15:15
SPL10,,C4,76.9,48.4,12/8/2021 15:15
SPL11,,D4,50.9,59.3,12/8/2021 15:15
SPL12,,E4,40,56.6,12/8/2021 15:15
SPL13,,B5,82.4,56.2,12/8/2021 15:15
SPL14,,C5,58.4,50,12/8/2021 15:15
SPL15,,D5,58.3,49.8,12/8/2021 15:15
SPL16,,E5,58.1,47.1,12/8/2021 15:15
SPL17,,B6,44.9,53.9,12/8/2021 15:15
SPL18,,C6,60.3,58.6,12/8/2021 15:15
SPL19,,D6,50.6,51.4,12/8/2021 15:15
SPL20,,E6,46.9,50.3,12/8/2021 15:15
SPL21,,B7,64.9,52,12/8/2021 15:15
SPL22,,C7,55.3,43,12/8/2021 15:15
SPL23,,D7,47.9,49.2,12/8/2021 15:15
SPL24,,E7,69,64.4,12/8/2021 15:15
