Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,21.2,50,12/9/2021 15:47
,,E1,26.2,48.3,
,,B8,26.2,40.4,
,,E8,20.9,35.6,
SPL1,,B2,76.1,47.2,12/9/2021 15:47
SPL2,,C2,44.9,44.3,12/9/2021 15:47
SPL3,,D2,58.9,51.6,12/9/2021 15:47
SPL4,,E2,57.1,45,12/9/2021 15:47
SPL5,,B3,52.1,71.1,12/9/2021 15:47
SPL6,,C3,56.1,62.1,12/9/2021 15:47
SPL7,,D3,75.8,66.8,12/9/2021 15:47
SPL8,,E3,70.3,52.1,12/9/2021 15:47
SPL9,,B4,75.3,53,12/9/2021 15:47
SPL10,,C4,88,60.2,12/9/2021 15:47
SPL11,,D4,56.4,46.6,12/9/2021 15:47
SPL12,,E4,51.9,45.6,12/9/2021 15:47
SPL13,,B5,105,69.3,12/9/2021 15:47
SPL14,,C5,40.7,44.2,12/9/2021 15:47
SPL15,,D5,43,44.3,12/9/2021 15:47
SPL16,,E5,54.1,45.3,12/9/2021 15:47
SPL17,,B6,55.1,70.3,12/9/2021 15:47
SPL18,,C6,60.7,62.3,12/9/2021 15:47
SPL19,,D6,63.1,58.6,12/9/2021 15:47
SPL20,,E6,77.9,62.3,12/9/2021 15:47
SPL21,,B7,51.4,61.2,12/9/2021 15:47
SPL22,,C7,64.4,50.2,12/9/2021 15:47
SPL23,,D7,55.7,57.8,12/9/2021 15:47
SPL24,,E7,60.4,67.3,12/9/2021 15:47
