Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,21,40,12/9/2021 15:31
,,E1,17.3,45.1,
,,B8,11.2,36,
,,E8,24.8,54.8,
SPL1,,B2,58.8,69,12/9/2021 15:31
SPL2,,C2,69.1,53.8,12/9/2021 15:31
SPL3,,D2,43.8,50.6,12/9/2021 15:31
SPL4,,E2,58,52.1,12/9/2021 15:31
SPL5,,B3,77.4,58.6,12/9/2021 15:31
SPL6,,C3,61.8,50.6,12/9/2021 15:31
SPL7,,D3,55.7,57.2,12/9/2021 15:31
SPL8,,E3,58.6,54.3,12/9/2021 15:31
SPL9,,B4,65.4,43.1,12/9/2021 15:31
SPL10,,C4,35.2,58.2,12/9/2021 15:31
SPL11,,D4,58.6,54,12/9/2021 15:31
SPL12,,E4,68.4,52.9,12/9/2021 15:31
SPL13,,B5,77.7,64.6,12/9/2021 15:31
SPL14,,C5,67.7,41.7,12/9/2021 15:31
SPL15,,D5,41,58,12/9/2021 15:31
SPL16,,E5,90.8,61,12/9/2021 15:31
SPL17,,B6,63.3,63.2,12/9/2021 15:31
SPL18,,C6,58.2,48.1,12/9/2021 15:31
SPL19,,D6,79,51.7,12/9/2021 15:31
SPL20,,E6,84.8,45.6,12/9/2021 15:31
SPL21,,B7,40.2,52.1,12/9/2021 15:31
SPL22,,C7,83.1,61.8,12/9/2021 15:31
SPL23,,D7,62.1,70.9,12/9/2021 15:31
SPL24,,E7,75.4,60.7,12/9/2021 15:31
