Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,Blank,B8,26.3,42.9,12/7/2021 15:27
,,E8,32.4,37.3,
,,E1,34.2,49.2,
,,B1,29.9,56,
SPL1,,B2,79.7,51.1,12/7/2021 15:27
SPL2,,C2,77.3,43.1,12/7/2021 15:27
SPL3,,D2,75.3,71.8,12/7/2021 15:27
SPL4,,E2,50.1,57.9,12/7/2021 15:27
SPL5,,B3,78,79.2,12/7/2021 15:27
SPL6,,C3,65.2,54.2,12/7/2021 15:27
SPL7,,D3,52.1,51.6,12/7/2021 15:27
SPL8,,E3,95.7,50.4,12/7/2021 15:27
SPL9,,B4,54.9,59.3,12/7/2021 15:27
SPL10,,C4,82.1,50,12/7/2021 15:27
SPL11,,D4,86.3,60.6,12/7/2021 15:27
SPL12,,E4,108,55,12/7/2021 15:27
SPL13,,B5,43.2,43,12/7/2021 15:27
SPL14,,C5,61.7,68.1,12/7/2021 15:27
SPL15,,D5,79.1,34.9,12/7/2021 15:27
SPL16,,E5,107,48.3,12/7/2021 15:27
SPL17,,B6,83.8,70.3,12/7/2021 15:27
SPL18,,C6,75.1,70.7,12/7/2021 15:27
SPL19,,D6,64.9,76.6,12/7/2021 15:27
SPL20,,E6,113,37.1,12/7/2021 15:27
SPL21,,B7,72.4,89.4,12/7/2021 15:27
SPL22,,C7,60.4,57.6,12/7/2021 15:27
SPL23,,D7,70,64.8,12/7/2021 15:27
SPL24,,E7,75.1,45.7,12/7/2021 15:27
