Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,16.4,48.4,12/10/2021 14:52
,,E1,25.4,42.4,
,,B8,13.1,36.4,
,,E8,31.3,46.7,
SPL1,,B2,89.3,48.9,12/10/2021 14:52
SPL2,,C2,97.8,64.7,12/10/2021 14:52
SPL3,,D2,82.7,71.4,12/10/2021 14:52
SPL4,,E2,70.7,55.2,12/10/2021 14:52
SPL5,,B3,104,70.7,12/10/2021 14:52
SPL6,,C3,63.8,41.9,12/10/2021 14:52
SPL7,,D3,69.2,58.7,12/10/2021 14:52
SPL8,,E3,77,48.8,12/10/2021 14:52
SPL9,,B4,94.7,69.4,12/10/2021 14:52
SPL10,,C4,66,54.1,12/10/2021 14:52
SPL11,,D4,66.4,59.2,12/10/2021 14:52
SPL12,,E4,75.8,65.7,12/10/2021 14:52
SPL13,,B5,118,61.1,12/10/2021 14:52
SPL14,,C5,60.7,68.9,12/10/2021 14:52
SPL15,,D5,91.7,53.9,12/10/2021 14:52
SPL16,,E5,77.1,48.1,12/10/2021 14:52
SPL17,,B6,100,51,12/10/2021 14:52
SPL18,,C6,78,67.7,12/10/2021 14:52
SPL19,,D6,76.1,65.2,12/10/2021 14:52
SPL20,,E6,74,62.7,12/10/2021 14:52
SPL21,,B7,130,85.8,12/10/2021 14:52
SPL22,,C7,66.7,47.8,12/10/2021 14:52
SPL23,,D7,82.9,61.3,12/10/2021 14:52
SPL24,,E7,89.1,66,12/10/2021 14:52
