Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,26.1,34.2,12/14/2021 13:55
,,E1,24.1,36.3,
,,B8,22.4,41.4,
,,E8,25.2,44,
SPL1,,B2,395,129,12/14/2021 13:55
SPL2,,C2,403,119,12/14/2021 13:55
SPL3,,D2,317,97.9,12/14/2021 13:55
SPL4,,E2,743,211,12/14/2021 13:55
SPL5,,B3,223,91.9,12/14/2021 13:55
SPL6,,C3,468,130,12/14/2021 13:55
SPL7,,D3,251,83.6,12/14/2021 13:55
SPL8,,E3,568,185,12/14/2021 13:55
SPL9,,B4,454,148,12/14/2021 13:55
SPL10,,C4,243,83.9,12/14/2021 13:55
SPL11,,D4,688,193,12/14/2021 13:55
SPL12,,E4,411,98.9,12/14/2021 13:55
SPL13,,B5,446,154,12/14/2021 13:55
SPL14,,C5,640,174,12/14/2021 13:55
SPL15,,D5,212,93.1,12/14/2021 13:55
SPL16,,E5,412,139,12/14/2021 13:55
SPL17,,B6,87.7,39,12/14/2021 13:55
SPL18,,C6,79.7,46.7,12/14/2021 13:55
SPL19,,D6,77.9,41.1,12/14/2021 13:55
SPL20,,E6,85,30.7,12/14/2021 13:55
SPL21,,B7,61.8,58.7,12/14/2021 13:55
SPL22,,C7,81.1,55.7,12/14/2021 13:55
SPL23,,D7,77.4,51.6,12/14/2021 13:55
SPL24,,E7,71.9,44.6,12/14/2021 13:55
