Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,20.2,30.8,12/15/2021 14:25
,,E1,16.1,50.1,
,,B8,23.2,38.4,
,,E8,23.3,39.4,
SPL1,,B2,699,158,12/15/2021 14:25
SPL2,,C2,1164,304,12/15/2021 14:25
SPL3,,D2,547,170,12/15/2021 14:25
SPL4,,E2,540,163,12/15/2021 14:25
SPL5,,B3,1141,302,12/15/2021 14:25
SPL6,,C3,517,147,12/15/2021 14:25
SPL7,,D3,463,118,12/15/2021 14:25
SPL8,,E3,586,162,12/15/2021 14:25
SPL9,,B4,658,168,12/15/2021 14:25
SPL10,,C4,430,112,12/15/2021 14:25
SPL11,,D4,476,121,12/15/2021 14:25
SPL12,,E4,1101,284,12/15/2021 14:25
SPL13,,B5,1102,271,12/15/2021 14:25
SPL14,,C5,461,133,12/15/2021 14:25
SPL15,,D5,463,124,12/15/2021 14:25
SPL16,,E5,599,168,12/15/2021 14:25
SPL17,,B6,535,141,12/15/2021 14:25
SPL18,,C6,496,171,12/15/2021 14:25
SPL19,,D6,523,161,12/15/2021 14:25
SPL20,,E6,505,140,12/15/2021 14:25
SPL21,,B7,1212,304,12/15/2021 14:25
SPL22,,C7,467,151,12/15/2021 14:25
SPL23,,D7,506,128,12/15/2021 14:25
SPL24,,E7,1016,282,12/15/2021 14:25
