Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,25.2,29,12/14/2021 14:00
,,E1,26.3,30.6,
,,B8,20.7,40.4,
,,E8,13.7,29.6,
SPL1,,B2,622,206,12/14/2021 14:00
SPL2,,C2,424,148,12/14/2021 14:00
SPL3,,D2,282,110,12/14/2021 14:00
SPL4,,E2,214,100,12/14/2021 14:00
SPL5,,B3,502,159,12/14/2021 14:00
SPL6,,C3,363,126,12/14/2021 14:00
SPL7,,D3,624,170,12/14/2021 14:00
SPL8,,E3,396,138,12/14/2021 14:00
SPL9,,B4,265,83.9,12/14/2021 14:00
SPL10,,C4,275,71.6,12/14/2021 14:00
SPL11,,D4,452,144,12/14/2021 14:00
SPL12,,E4,621,182,12/14/2021 14:00
SPL13,,B5,665,200,12/14/2021 14:00
SPL14,,C5,317,113,12/14/2021 14:00
SPL15,,D5,375,137,12/14/2021 14:00
SPL16,,E5,429,117,12/14/2021 14:00
SPL17,,B6,459,146,12/14/2021 14:00
SPL18,,C6,504,163,12/14/2021 14:00
SPL19,,D6,237,107,12/14/2021 14:00
SPL20,,E6,385,118,12/14/2021 14:00
SPL21,,B7,732,212,12/14/2021 14:00
SPL22,,C7,427,130,12/14/2021 14:00
SPL23,,D7,485,148,12/14/2021 14:00
SPL24,,E7,238,92.7,12/14/2021 14:00
