Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,15.6,58.6,12/8/2021 14:50
,,E1,20.3,43.3,
,,B8,17.9,40.8,
,,E8,22.4,42.8,
SPL1,,B2,72.6,60.8,12/8/2021 14:50
SPL2,,C2,50.7,39.4,12/8/2021 14:50
SPL3,,D2,55,60.1,12/8/2021 14:50
SPL4,,E2,43.8,46.6,12/8/2021 14:50
SPL5,,B3,54.8,54,12/8/2021 14:50
SPL6,,C3,39.2,41.4,12/8/2021 14:50
SPL7,,D3,48.1,60,12/8/2021 14:50
SPL8,,E3,35.4,42.6,12/8/2021 14:50
SPL9,,B4,52.6,61.8,12/8/2021 14:50
SPL10,,C4,28.3,49.6,12/8/2021 14:50
SPL11,,D4,60.2,59.1,12/8/2021 14:50
SPL12,,E4,64.2,56.1,12/8/2021 14:50
SPL13,,B5,43,53,12/8/2021 14:50
SPL14,,C5,49.6,49.6,12/8/2021 14:50
SPL15,,D5,44.9,44.1,12/8/2021 14:50
SPL16,,E5,54.1,37.7,12/8/2021 14:50
SPL17,,B6,62.6,60.2,12/8/2021 14:50
SPL18,,C6,72.7,63.9,12/8/2021 14:50
SPL19,,D6,31.8,56.1,12/8/2021 14:50
SPL20,,E6,51.1,49.6,12/8/2021 14:50
SPL21,,B7,77.9,54,12/8/2021 14:50
SPL22,,C7,34.2,53.9,12/8/2021 14:50
SPL23,,D7,73.2,59.1,12/8/2021 14:50
SPL24,,E7,45.9,42,12/8/2021 14:50
